text,text_clean,text_ents
Fonn di Lanmanzonn-an.,Fonn di Lanmanzonnan,Fonn di Lanmanzonnan
[[Dilo]]-ya di Lanmanzonn-an ka abrité roun fonn rich ké varyé.,Diloya di Lanmanzonnan ka abrité roun fonn rich ké varyé,Diloya di Lanmanzonnan ka abrité roun fonn rich ké varyé
"Ké Lorénòk-a, flòv-a sa roun dé prensipal abita di boto, égalman konnèt anba non-an di dofen di Lanmanzonn-an.",Ké Lorénòka flòva sa roun dé prensipal abita di boto égalman konnèt anba nonan di dofen di Lanmanzonnan,Ké Lorénòka flòva sa roun dé prensipal abita di boto égalman konnèt anba nonan di dofen di Lanmanzonnan
"[[A]] pli gran lèspès-a di dofen dilo dous ki pwé atenn 2,6 m. Égalman prézan an gran nonm, sélèb pirannya-ya, poson karnivò ki ka rougroupé yé kò an di larj ban é ki pwé ataké yé kò o bétay é menm à wonm-an.",A pli gran lèspèsa di dofen dilo dous ki pwé atenn m Égalman prézan an gran nonm sélèb pirannyaya poson karnivò ki ka rougroupé yé kò an di larj ban é ki pwé ataké yé kò o bétay é menm à wonman,A pli gran lèspèsa di dofen dilo dous ki pwé atenn m Égalman prézan an gran nonm sélèb pirannyaya poson karnivò ki ka rougroupé yé kò an di larj ban é ki pwé ataké yé kò o bétay é menm à wonman
"Byen ki bokou di ègspèr ka pansé ki yé répitasyon di férosité fika enjistifyé, oun [[ban]] di pirannya sa aparanman résponsab di lanmò-a di 300 moun ki ka chaviré bò d’Óbidos an 1981.",Byen ki bokou di ègspèr ka pansé ki yé répitasyon di férosité fika enjistifyé oun ban di pirannya sa aparanman résponsab di lanmòa di moun ki ka chaviré bò d ’ Óbidos an,Byen ki bokou di ègspèr ka pansé ki yé répitasyon di férosité fika enjistifyé oun ban di pirannya sa aparanman résponsab di lanmòa di moun ki ka chaviré bò d ’ Óbidos an
Annankonda jéyon-an ka viv égalman annan dilo troub-ya di basen anmanzonnyen.,Annankonda jéyonan ka viv égalman annan dilo troubya di basen anmanzonnyen,Annankonda jéyonan ka viv égalman annan dilo troubya di basen anmanzonnyen
[[A]] roun dé pli gran lèspès di bèt lonng.,A roun dé pli gran lèspès di bèt lonng,A roun dé pli gran lèspès di bèt lonng
"Annankonda ka pasé pli klèr-a di so tan annan dilo-a, ké rounso so narin-yan ki ka dépasé à sirfas-a.",Annankonda ka pasé pli klèra di so tan annan diloa ké rounso so narinyan ki ka dépasé à sirfasa,Annankonda ka pasé pli klèra di so tan annan diloa ké rounso so narinyan ki ka dépasé à sirfasa
[[Tchèk]] atak di péchò pa dé annankonda té rapòrté.,Tchèk atak di péchò pa dé annankonda té rapòrté,Tchèk atak di péchò pa dé annankonda té rapòrté
"Flòv-a ka abrité égalman dé milyé di lèspès di poson, di anfibyen, di krab é di toti.",Flòva ka abrité égalman dé milyé di lèspès di poson di anfibyen di krab é di toti,Flòva ka abrité égalman dé milyé di lèspès di poson di anfibyen di krab é di toti
Basen-an di Lanmanzonn-an ka kontni anviron kar-a di tout lèspès zannimo-ya ki répèrtoryé asou plannèt-a é byen di ròt òkò ki ka rété à idantifyé.,Basenan di Lanmanzonnan ka kontni anviron kara di tout lèspès zannimoya ki répèrtoryé asou plannèta é byen di ròt òkò ki ka rété à idantifyé,Basenan di Lanmanzonnan ka kontni anviron kara di tout lèspès zannimoya ki répèrtoryé asou plannèta é byen di ròt òkò ki ka rété à idantifyé
"Loséyan Argtik, loséyan glasyal argtik, oben tou senpléman Largtik ka étann so kò asou roun sirfas di anviron 14 milyon di km2, sa ki ka fè di li pli piti loséyan-an.",Loséyan Argtik loséyan glasyal argtik oben tou senpléman Largtik ka étann so kò asou roun sirfas di anviron milyon di km sa ki ka fè di li pli piti loséyanan,Loséyan Argtik loséyan glasyal argtik oben tou senpléman Largtik ka étann so kò asou roun sirfas di anviron milyon di km sa ki ka fè di li pli piti loséyanan
"Li ka roukouvri ansanm-an dé lanmè ki sitchwé ant pòl Nò ké pòl nò-a di [[Léròp]], di [[Lazi]] é di [[Lanmérik]].",Li ka roukouvri ansanman dé lanmè ki sitchwé ant pòl Nò ké pòl nòa di Léròp di Lazi é di Lanmérik,Li ka roukouvri ansanman dé lanmè ki sitchwé ant pòl Nò ké pòl nòa di Léròp di Lazi é di Lanmérik
"I ka kouminiké ké nò-a di [[loséyan Atlantik]]-a, ka rousouvwè di grand mas dilo atravè lanmè di Barents ké détrwè-a di Fram.",I ka kouminiké ké nòa di loséyan Atlantika ka rousouvwè di grand mas dilo atravè lanmè di Barents ké détrwèa di Fram,I ka kouminiké ké nòa di loséyan_Atlantika ka rousouvwè di grand mas dilo atravè lanmè di Barents ké détrwèa di Fram
I ka trouvé so kò osi an kontak ké [[loséyan Pasifik]]-a atravè détrwè-a di Béring.,I ka trouvé so kò osi an kontak ké loséyan Pasifika atravè détrwèa di Béring,I ka trouvé so kò osi an kontak ké loséyan_Pasifika atravè détrwèa di Béring
Labankiz-a ka roukouvri li an gran [[parti]] ké dé varyasyon sézonnyèr.,Labankiza ka roukouvri li an gran parti ké dé varyasyon sézonnyèr,Labankiza ka roukouvri li an gran parti ké dé varyasyon sézonnyèr
"An so sant, labankiz-a ka mizouré jouk 4 mèt di lépésò.",An so sant labankiza ka mizouré jouk mèt di lépésò,An so sant labankiza ka mizouré jouk mèt di lépésò
Sa lépésò sa atenn pa glisman-an di plak é di laglas roun asou ròt.,Sa lépésò sa atenn pa glismanan di plak é di laglas roun asou ròt,Sa lépésò sa atenn pa glismanan di plak é di laglas roun asou ròt
"[[So]] sirfas é so lalbédo ka tanté à rédjwi so kò an rézon di réchofman klimatik é di roun réchofman réjyonnal (Dé à trwè fwè pli rapid ki annan rès-a di monn pou péryòd-a di 2010-2014) ki ka kozé osi roun monté di labsòrpsyon-an di réyonnman solèr pa sa réjyon di monn, sa ki pwé agséléré réchofman-an dilo é libérasyon-an di lidrat di métann.",So sirfas é so lalbédo ka tanté à rédjwi so kò an rézon di réchofman klimatik é di roun réchofman réjyonnal Dé à trwè fwè pli rapid ki annan rèsa di monn pou péryòda di ki ka kozé osi roun monté di labsòrpsyonan di réyonnman solèr pa sa réjyon di monn sa ki pwé agséléré réchofmanan dilo é libérasyonan di lidrat di métann,So sirfas é so lalbédo ka tanté à rédjwi so kò an rézon di réchofman klimatik é di roun réchofman réjyonnal Dé à trwè fwè pli rapid ki annan rèsa di monn pou péryòda di ki ka kozé osi roun monté di labsòrpsyonan di réyonnman solèr pa sa réjyon di monn sa ki pwé agséléré réchofmanan dilo é libérasyonan di lidrat di métann
Toponnimi.,Toponnimi,Toponnimi
Non-an di loséyan-an ka provni di grèk ansyen ἄρκτος (árktos) ki ka signifyé zours.,Nonan di loséyanan ka provni di grèk ansyen ἄρκτος árktos ki ka signifyé zours,Nonan di loséyanan ka provni di grèk ansyen ἄρκτος árktos ki ka signifyé zours
"An léfè, a an rézon di prézans-a bò'd pòl sélès-a di Dé konstélasyon-yan di Gran Zours-a é di Piti Zours-a ki loséyan-an té nonmen ensi.",An léfè a an rézon di prézansa bòd pòl sélèsa di Dé konstélasyonyan di Gran Zoursa é di Piti Zoursa ki loséyanan té nonmen ensi,An léfè a an rézon di prézansa bòd pòl sélèsa di Dé konstélasyonyan di Gran Zoursa é di Piti Zoursa ki loséyanan té nonmen ensi
"Li sa toutfwè roumarkab ki zours plèr-a ka viv inikman asou « [[Latè]] dé Zours », ki ka dézignen Largtik, é pa Lantargtik.",Li sa toutfwè roumarkab ki zours plèra ka viv inikman asou « Latè dé Zours » ki ka dézignen Largtik é pa Lantargtik,Li sa toutfwè roumarkab ki zours plèra ka viv inikman asou « Latè dé Zours » ki ka dézignen Largtik é pa Lantargtik
"Di roun profondò mwéyen di 1 038 mèt, loséyan Argtik-a ka atenn roun profondò magsimal di anviron 4 000 mèt.",Di roun profondò mwéyen di mèt loséyan Argtika ka atenn roun profondò magsimal di anviron mèt,Di roun profondò mwéyen di mèt loséyan Argtika ka atenn roun profondò magsimal di anviron mèt
"Soulon Lòrgannizasyon idrografik entèrnasyonnal, loséyan Argtik sa délimité di mannyè-a ki ka swiv : Lanmè ki ka konstitchwé loséyan Argtik.",Soulon Lòrgannizasyon idrografik entèrnasyonnal loséyan Argtik sa délimité di mannyèa ki ka swiv Lanmè ki ka konstitchwé loséyan Argtik,Soulon Lòrgannizasyon idrografik entèrnasyonnal loséyan Argtik sa délimité di mannyèa ki ka swiv Lanmè ki ka konstitchwé loséyan Argtik
"[[Soul]] Lòrgannizasyon Idrografik Entèrnasyonnal, lanmè-ya ki anba sa dé dépandans di loséyan Argtik-a : Klima.",Soul Lòrgannizasyon Idrografik Entèrnasyonnal lanmèya ki anba sa dé dépandans di loséyan Argtika Klima,Soul Lòrgannizasyon Idrografik Entèrnasyonnal lanmèya ki anba sa dé dépandans di loséyan Argtika Klima
Klima atchwèl.,Klima atchwèl,Klima atchwèl
"Klima polèr sa karagtéristizé pa [[frèt]]-a ki ka pèrsité é di fèb varyasyon anniyèl di tanpératir ; livèr-a sa karagtérizé pa soukousité-a ki kontini, kondisyon-yan ki [[frèt]] é èstab, é roun syèl dégajé ; lété-a sa karagtérizé pa limyè-a di jou ki kontini, limidité enpòrtan-an, tan brimé-a ké siklonn fèb-ya ké lapli oben lannèj.",Klima polèr sa karagtéristizé pa frèta ki ka pèrsité é di fèb varyasyon anniyèl di tanpératir livèra sa karagtérizé pa soukousitéa ki kontini kondisyonyan ki frèt é èstab é roun syèl dégajé létéa sa karagtérizé pa limyèa di jou ki kontini limidité enpòrtanan tan briméa ké siklonn fèbya ké lapli oben lannèj,Klima polèr sa karagtéristizé pa frèta ki ka pèrsité é di fèb varyasyon anniyèl di tanpératir livèra sa karagtérizé pa soukousitéa ki kontini kondisyonyan ki frèt é èstab é roun syèl dégajé létéa sa karagtérizé pa limyèa di jou ki kontini limidité enpòrtanan tan briméa ké siklonn fèbya ké lapli oben lannèj
Tanpéré ivèrnal-ya sa pròch di −50 °C du fèt dé fò [[van]] ki ka provni di [[Sibéri]] (Larisi) ; tandi ki annan lété yé pa pouvé dépasé 0 °C.,Tanpéré ivèrnalya sa pròch di − °C du fèt dé fò van ki ka provni di Sibéri Larisi tandi ki annan lété yé pa pouvé dépasé °C,Tanpéré ivèrnalya sa pròch di − °C du fèt dé fò van ki ka provni di Sibéri Larisi tandi ki annan lété yé pa pouvé dépasé °C
Listwè di klima.,Listwè di klima,Listwè di klima
"Soulon dé létid ki éfègtchwé pa dé èspésyalis di linivèrsité-a d'Oxford (Gran-Britangn) é di Royal [[Netherlands]] Institute for Sea Research ([[NIOZ]]), loséyan Argtik-a té ka jwi, i té gen 70 milyon di lannen, di tanpératir pròch di 15 °C, sanblab à sa-ya di lanmè Lanméditérannen-an ; é di tanpératir di 20 °C, i té gen 20 milyon di lannen.",Soulon dé létid ki éfègtchwé pa dé èspésyalis di linivèrsitéa dOxford GranBritangn é di Royal Netherlands Institute for Sea Research NIOZ loséyan Argtika té ka jwi i té gen milyon di lannen di tanpératir pròch di °C sanblab à saya di lanmè Lanméditérannenan é di tanpératir di °C i té gen milyon di lannen,Soulon dé létid ki éfègtchwé pa dé èspésyalis di linivèrsitéa dOxford GranBritangn é di Royal Netherlands Institute for Sea Research NIOZ loséyan Argtika té ka jwi i té gen milyon di lannen di tanpératir pròch di °C sanblab à saya di lanmè Lanméditérannenan é di tanpératir di °C i té gen milyon di lannen
Sasò-a rivé à sa konklizyon apré ki yé étidjé dé matéryèl òrgannik ki trouvé annan labou-ya di tizilé di laglas di loséyan Argtik-a.,Sasòa rivé à sa konklizyon apré ki yé étidjé dé matéryèl òrgannik ki trouvé annan labouya di tizilé di laglas di loséyan Argtika,Sasòa rivé à sa konklizyon apré ki yé étidjé dé matéryèl òrgannik ki trouvé annan labouya di tizilé di laglas di loséyan Argtika
"[[Byen]] ki nou pa konnèt rézon-yan di tèl tanpératir, nou ka prézimen ki yé ka provni di roun léfè di sèr ki provoké pa fòt konsantrasyon-an di djògsid di karbonn annan latmosfè-a.",Byen ki nou pa konnèt rézonyan di tèl tanpératir nou ka prézimen ki yé ka provni di roun léfè di sèr ki provoké pa fòt konsantrasyonan di djògsid di karbonn annan latmosfèa,Byen ki nou pa konnèt rézonyan di tèl tanpératir nou ka prézimen ki yé ka provni di roun léfè di sèr ki provoké pa fòt konsantrasyonan di djògsid di karbonn annan latmosfèa
"Sa konklizyon sa konfirmen pa dé syantifik di linivèrsité-a di [[Michigan]] ([[Létazini]]), ki ka afirmen ki to-ya di djògsid di karbonn, i té gen tchèk milyon di lannen, té di trwè à sis fwè sipéryò à tchenbò atchwèl-a.",Sa konklizyon sa konfirmen pa dé syantifik di linivèrsitéa di Michigan Létazini ki ka afirmen ki toya di djògsid di karbonn i té gen tchèk milyon di lannen té di trwè à sis fwè sipéryò à tchenbò atchwèla,Sa konklizyon sa konfirmen pa dé syantifik di linivèrsitéa di Michigan Létazini ki ka afirmen ki toya di djògsid di karbonn i té gen tchèk milyon di lannen té di trwè à sis fwè sipéryò à tchenbò atchwèla
[[Fonn]] ké Flòr.,Fonn ké Flòr,Fonn ké Flòr
I ka ègzisté anviron 400 lèspès di zannimo annan Largtik-a.,I ka ègzisté anviron lèspès di zannimo annan Largtika,I ka ègzisté anviron lèspès di zannimo annan Largtika
"[[Parmi]] pli konnèt-ya zours blanng oben polèr, pli gran karnivò-a annan sa zonn.",Parmi pli konnètya zours blanng oben polèr pli gran karnivòa annan sa zonn,Parmi pli konnètya zours blanng oben polèr pli gran karnivòa annan sa zonn
I pouvé gen roun lanmas di 800 kg.,I pouvé gen roun lanmas di kg,I pouvé gen roun lanmas di kg
"Byen ki li ka nouri so kò di fòk é di poson, i ka rivé li di ranplasé yé pa dé mous é dé lichens si li fè roun mové lachas.",Byen ki li ka nouri so kò di fòk é di poson i ka rivé li di ranplasé yé pa dé mous é dé lichens si li fè roun mové lachas,Byen ki li ka nouri so kò di fòk é di poson i ka rivé li di ranplasé yé pa dé mous é dé lichens si li fè roun mové lachas
"Sis lèspès di fòk ka viv annan sa loséyan, byen ki yé nonm diminwé dipi xixe syèk-a di fè di lachas entansiv à lakèl wonm-an soumèt li, lachas ki [[gen]] pou lòbjègtif di rékipéré lapo-a ké lagrès-a di zannimo-a.",Sis lèspès di fòk ka viv annan sa loséyan byen ki yé nonm diminwé dipi xixe syèka di fè di lachas entansiv à lakèl wonman soumèt li lachas ki gen pou lòbjègtif di rékipéré lapoa ké lagrèsa di zannimoa,Sis lèspès di fòk ka viv annan sa loséyan byen ki yé nonm diminwé dipi xixe syèka di fè di lachas entansiv à lakèl wonman soumèt li lachas ki gen pou lòbjègtif di rékipéré lapoa ké lagrèsa di zannimoa
"Rounòt zabitan tipik di zonn-an sa balenn-an, égalman ménasé é ki, atchwèlman, sa protéjé di lachas.",Rounòt zabitan tipik di zonnan sa balennan égalman ménasé é ki atchwèlman sa protéjé di lachas,Rounòt zabitan tipik di zonnan sa balennan égalman ménasé é ki atchwèlman sa protéjé di lachas
"Nou ka trouvé osi roun zabitan pli diskrè, krill, ki ka ganyen roun ròl enpòrtan annan chenn alimantèr-a.",Nou ka trouvé osi roun zabitan pli diskrè krill ki ka ganyen roun ròl enpòrtan annan chenn alimantèra,Nou ka trouvé osi roun zabitan pli diskrè krill ki ka ganyen roun ròl enpòrtan annan chenn alimantèra
"[[Salvador Dalí]], di so non konplè [[Salvador Domingo Felipe Jacinto Dalí i Domènech]], marquis de [[Dalí]] de Púbol, né koté [[Figueras]] lou 11 mè 1904, é désédé annan menm vil, lou 23 janvyé 1989, sa roun pent, skiltò, gravò, sénaris é  [[markè-palò]] catalan di nasyonalité èspagnol.",Salvador Dalí di so non konplè Salvador Domingo Felipe Jacinto Dalí i Domènech marquis de Dalí de Púbol né koté Figueras lou mè é désédé annan menm vil lou janvyé sa roun pent skiltò gravò sénaris é markèpalò catalan di nasyonalité èspagnol,Salvador_Dalí di so non konplè Salvador Domingo Felipe Jacinto Dalí i Domènech marquis de Dalí de Púbol né koté Figueras lou mè é désédé annan menm vil lou janvyé sa roun pent skiltò gravò sénaris é markèpalò catalan di nasyonalité èspagnol
"I konsidéré kou roun dé prensipal rouprézantan di siréyalis, évantwèlman kou roun dé pli sélèb pent di XXe syèk.",I konsidéré kou roun dé prensipal rouprézantan di siréyalis évantwèlman kou roun dé pli sélèb pent di XXe syèk,I konsidéré kou roun dé prensipal rouprézantan di siréyalis évantwèlman kou roun dé pli sélèb pent di XXe syèk
"Bondjé ka dézigné oun fika oben fòs souprenm ki ka striktiré linivèr-a ; a soulon krwayans-ya swé di roun moun, swé di roun konsèp filozofik oben rélijyé.",Bondjé ka dézigné oun fika oben fòs souprenm ki ka striktiré linivèra a soulon krwayansya swé di roun moun swé di roun konsèp filozofik oben rélijyé,Bondjé ka dézigné oun fika oben fòs souprenm ki ka striktiré linivèra a soulon krwayansya swé di roun moun swé di roun konsèp filozofik oben rélijyé
"Prensip fondatò annan rélijyon monotéyis-ya, Bondjé sa fika souprenm, inik, transandan, inivèrsèl, kréyatò di tout kichoz, doté di roun pèrfèksyon absoli, ki ka konstitchwé prensip-a di sali pou mounité-a é ki ka révélé so kò annan déroulman-an di listwè-a.",Prensip fondatò annan rélijyon monotéyisya Bondjé sa fika souprenm inik transandan inivèrsèl kréyatò di tout kichoz doté di roun pèrfèksyon absoli ki ka konstitchwé prensipa di sali pou mounitéa é ki ka révélé so kò annan déroulmanan di listwèa,Prensip fondatò annan rélijyon monotéyisya Bondjé sa fika souprenm inik transandan inivèrsèl kréyatò di tout kichoz doté di roun pèrfèksyon absoli ki ka konstitchwé prensipa di sali pou mounitéa é ki ka révélé so kò annan déroulmanan di listwèa
"Kou antité filozofik, Bondjé sa prensip-a d'èsplikasyon é d'inité di linivèr-a.",Kou antité filozofik Bondjé sa prensipa dèsplikasyon é dinité di linivèra,Kou antité filozofik Bondjé sa prensipa dèsplikasyon é dinité di linivèra
"Anlman (an anlman : Deutsch, /ˈdɔʏtʃ/) sa roun dé lanng endo-éropéyen ki ka apartni à branch ògsidantal-a dé lanng jèrmannik.",Anlman an anlman Deutsch ˈdɔʏtʃ sa roun dé lanng endoéropéyen ki ka apartni à branch ògsidantala dé lanng jèrmannik,Anlman an anlman Deutsch ˈdɔʏtʃ sa roun dé lanng endoéropéyen ki ka apartni à branch ògsidantala dé lanng jèrmannik
"Di fè ki li [[gen]] bokou djalèk, anlman-an ka konstitchwé annan roun sèrten mizou roun lanng-twè (Dachsprache).",Di fè ki li gen bokou djalèk anlmanan ka konstitchwé annan roun sèrten mizou roun lanngtwè Dachsprache,Di fè ki li gen bokou djalèk anlmanan ka konstitchwé annan roun sèrten mizou roun lanngtwè Dachsprache
"[[So]] listwè, antan ki lanng distenk dé ròt lanng jèrmannik ògsidantal, ka koumansé o Rot Mwéyen [[Laj]], lò di ségon mitasyon konsonnantik-a.",So listwè antan ki lanng distenk dé ròt lanng jèrmannik ògsidantal ka koumansé o Rot Mwéyen Laj lò di ségon mitasyon konsonnantika,So listwè antan ki lanng distenk dé ròt lanng jèrmannik ògsidantal ka koumansé o Rot Mwéyen Laj lò di ségon mitasyon konsonnantika
"Di nou jou, so lokitò-ya, ki aplé « jèrmannofonn », ka réparti prensipalman so kò, ké bò'd 100 milyon di lokitò, an [[Léròp]], sa ki ka fè di yé lanng ki pli palé-a annan [[Linyon éropéyen]]-an ([[LE]]).",Di nou jou so lokitòya ki aplé « jèrmannofonn » ka réparti prensipalman so kò ké bòd milyon di lokitò an Léròp sa ki ka fè di yé lanng ki pli paléa annan Linyon éropéyenan LE,Di nou jou so lokitòya ki aplé « jèrmannofonn » ka réparti prensipalman so kò ké bòd milyon di lokitò an Léròp sa ki ka fè di yé lanng ki pli paléa annan Linyon éropéyenan LE
Répartisyon jéyografik.,Répartisyon jéyografik,Répartisyon jéyografik
Anlman-an sa lanng ofisyèl-a di pyès Léta fédéré dé [[Létazini]] malgré roun lasèrsyon rékiran ki fondé asou roun konfizyon istorik.,Anlmanan sa lanng ofisyèla di pyès Léta fédéré dé Létazini malgré roun lasèrsyon rékiran ki fondé asou roun konfizyon istorik,Anlmanan sa lanng ofisyèla di pyès Léta fédéré dé Létazini malgré roun lasèrsyon rékiran ki fondé asou roun konfizyon istorik
Pronmyé mitasyon konsonnantik.,Pronmyé mitasyon konsonnantik,Pronmyé mitasyon konsonnantik
Ké pronmyé mitasyon konsonnantik-a (erste germanische Lautverschiebung) [[òbò]] di ve syèk anv.,Ké pronmyé mitasyon konsonnantika erste germanische Lautverschiebung òbò di ve syèk anv,Ké pronmyé mitasyon konsonnantika erste germanische Lautverschiebung òbò di ve syèk anv
"[[J.-K.]], té ka [[nèt]] jèrmannik koumen-an à pati di roun djalèk endo-éropéyen.",JK té ka nèt jèrmannik koumenan à pati di roun djalèk endoéropéyen,JK té ka nèt jèrmannik koumenan à pati di roun djalèk endoéropéyen
Sa anmòrfrézaj ka èspliké dé diférans ant lanng jèrmannik (pli arményen) ké ròt lanng endo-éropéyen.,Sa anmòrfrézaj ka èspliké dé diférans ant lanng jèrmannik pli arményen ké ròt lanng endoéropéyen,Sa anmòrfrézaj ka èspliké dé diférans ant lanng jèrmannik pli arményen ké ròt lanng endoéropéyen
"Nou pouvé, pou senplifyé, prézanté fè-ya ensi : [[Ségon]] mitasyon konsonnantik.",Nou pouvé pou senplifyé prézanté fèya ensi Ségon mitasyon konsonnantik,Nou pouvé pou senplifyé prézanté fèya ensi Ségon mitasyon konsonnantik
"Nou ka koumansé palé di lanng anlman (oben, an lengwistik « rot anlman ») lò djalèk-ya ki palé annan sid-lwès di [[Lanlmangn]] té ka sibi ségon mitasyon konsonnantik-a (zweite germanische Lautverschiebung oben hochdeutsche Lautverschiebung, ki nou ka sitchwé groso modo bò'd vie syèk-a), o kour di lakèl lanng-an ki ka koumansé à diféransyé so kò dé djalèk di nò (Niederdeutsch, ba anlman).",Nou ka koumansé palé di lanng anlman oben an lengwistik « rot anlman » lò djalèkya ki palé annan sidlwès di Lanlmangn té ka sibi ségon mitasyon konsonnantika zweite germanische Lautverschiebung oben hochdeutsche Lautverschiebung ki nou ka sitchwé groso modo bòd vie syèka o kour di lakèl lanngan ki ka koumansé à diféransyé so kò dé djalèk di nò Niederdeutsch ba anlman,Nou ka koumansé palé di lanng anlman oben an lengwistik « rot anlman » lò djalèkya ki palé annan sidlwès di Lanlmangn té ka sibi ségon mitasyon konsonnantika zweite germanische Lautverschiebung oben hochdeutsche Lautverschiebung ki nou ka sitchwé groso modo bòd vie syèka o kour di lakèl lanngan ki ka koumansé à diféransyé so kò dé djalèk di nò Niederdeutsch ba anlman
Klasifikasyon.,Klasifikasyon,Klasifikasyon
"A roun lanng jèrmannik di branch lwès-a, ki pròch, notanman, di néyèrlandé.",A roun lanng jèrmannik di branch lwèsa ki pròch notanman di néyèrlandé,A roun lanng jèrmannik di branch lwèsa ki pròch notanman di néyèrlandé
Lékritir.,Lékritir,Lékritir
"Anlman-an ka ékri so kò ké 26 lèt di lalfabé laten, trwè vwéyèl ki sirmonté di roun Umlaut (sòrt di tréma) ä, ö et ü, ké roun senbòl grafik èdpésyal ß, Eszett oben scharfes S (ligatir di S lonng é di « s » oben « z »), itilizé an lyé é [[plas]] di ss annan sèrten ka (prensipalman apré roun vwéyèl lonng oben roun diftonng).",Anlmanan ka ékri so kò ké lèt di lalfabé laten trwè vwéyèl ki sirmonté di roun Umlaut sòrt di tréma ä ö et ü ké roun senbòl grafik èdpésyal ß Eszett oben scharfes S ligatir di S lonng é di « s » oben « z » itilizé an lyé é plas di ss annan sèrten ka prensipalman apré roun vwéyèl lonng oben roun diftonng,Anlmanan ka ékri so kò ké lèt di lalfabé laten trwè vwéyèl ki sirmonté di roun Umlaut sòrt di tréma ä ö et ü ké roun senbòl grafik èdpésyal ß Eszett oben scharfes S ligatir di S lonng é di « s » oben « z » itilizé an lyé é plas di ss annan sèrten ka prensipalman apré roun vwéyèl lonng oben roun diftonng
[[Swis]]-a ka itilizé plis ß dipi lannen-yan 1930.,Swisa ka itilizé plis ß dipi lannenyan,Swisa ka itilizé plis ß dipi lannenyan
"Jouk annan lannen-yan 1940, anlman-an té enprimen an lékritir gotik (Fraktur) é ékri an sütterlin, ki sa diféran vèrsyon di lalfabé laten-an.",Jouk annan lannenyan anlmanan té enprimen an lékritir gotik Fraktur é ékri an sütterlin ki sa diféran vèrsyon di lalfabé latenan,Jouk annan lannenyan anlmanan té enprimen an lékritir gotik Fraktur é ékri an sütterlin ki sa diféran vèrsyon di lalfabé latenan
Antikité sa oun lépòk di listwè.,Antikité sa oun lépòk di listwè,Antikité sa oun lépòk di listwè
A pa dévlopman ou adopsyon di ékritir ki Antikité ka souksédé a [[Préistwè]].,A pa dévlopman ou adopsyon di ékritir ki Antikité ka souksédé a Préistwè,A pa dévlopman ou adopsyon di ékritir ki Antikité ka souksédé a Préistwè
"An istwè éropéyenn, Antikité ka dézigné péryod di sivilizasyon yan di ékritir otour di lanmè [[Méditérané]], aprè Préistwè, é anvan Mwayen Aj.",An istwè éropéyenn Antikité ka dézigné péryod di sivilizasyon yan di ékritir otour di lanmè Méditérané aprè Préistwè é anvan Mwayen Aj,An istwè éropéyenn Antikité ka dézigné péryod di sivilizasyon yan di ékritir otour di lanmè Méditérané aprè Préistwè é anvan Mwayen Aj
Majorité di istoryen yan ka estimé ki Antikité a ka koumansé o IVe milénèr av.,Majorité di istoryen yan ka estimé ki Antikité a ka koumansé o IVe milénèr av,Majorité di istoryen yan ka estimé ki Antikité a ka koumansé o IVe milénèr av
"[[J.-K.]]) ké envansyon di ékritir an [[Mézopotami]] é an [[Éjip]], é ka wè so finisman douran grann envazyon érazyenn yan otour di Ve syèk (300 à 600).",JK ké envansyon di ékritir an Mézopotami é an Éjip é ka wè so finisman douran grann envazyon érazyenn yan otour di Ve syèk à,JK ké envansyon di ékritir an Mézopotami é an Éjip é ka wè so finisman douran grann envazyon érazyenn yan otour di Ve syèk à
Dat senbolik sa roulativ à oun sivilizasyon ou oun nasyon.,Dat senbolik sa roulativ à oun sivilizasyon ou oun nasyon,Dat senbolik sa roulativ à oun sivilizasyon ou oun nasyon
"Dépozisyon di dannyé anprò romen d'Oksidan an 476 sa roun répèr koncansyonèl pou Éròp oksidantal, mè ròt born pé sa signifikativ di finisman di monn antik.",Dépozisyon di dannyé anprò romen dOksidan an sa roun répèr koncansyonèl pou Éròp oksidantal mè ròt born pé sa signifikativ di finisman di monn antik,Dépozisyon di dannyé anprò romen dOksidan an sa roun répèr koncansyonèl pou Éròp oksidantal mè ròt born pé sa signifikativ di finisman di monn antik
"Andan oun apròch érosantris, Antikité sa souvan rédwi à Antikité gréko-romenn dit Antikité klasik.",Andan oun apròch érosantris Antikité sa souvan rédwi à Antikité grékoromenn dit Antikité klasik,Andan oun apròch érosantris Antikité sa souvan rédwi à Antikité grékoromenn dit Antikité klasik
