text,text_clean,text_ents
"Al철nd철 na 창b채ng철 nz철n챤 na pek철 t챤 창ngang체 t챤 [[mosoro]], t챤 z채ngbing철r철 ter챘, t챤 ndara s척 ayeke k철t채 y챗 nd창li t챤 n챘ng철 ter챗 na boro m채챦ng철 t챤 s챘ter챘 t챤 lo; g챦 na l챗g챘 t챤 gb체ng철 mb챤r챤mb챤ri kua t챤 k철d철r철 ng창 na t챤 t채ngb챦ng철 kua na 창k철d철r철 wand챘 s척 ab채a d척ng척ngbi na m척s척r척 t챤 k철d철r철 척ko 척ko.",Al철nd철 na 창b채ng철 nz철n챤 na pek철 t챤 창ngang체 t챤 mosoro t챤 z채ngbing철r철 ter챘 t챤 ndara s척 ayeke k철t채 y챗 nd창li t챤 n챘ng철 ter챗 na boro m채챦ng철 t챤 s챘ter챘 t챤 lo g챦 na l챗g챘 t챤 gb체ng철 mb챤r챤mb챤ri kua t챤 k철d철r철 ng창 na t챤 t채ngb챦ng철 kua na 창k철d철r철 wand챘 s척 ab채a d척ng척ngbi na m척s척r척 t챤 k철d철r철 척ko 척ko,Al철nd철 na 창b채ng철 nz철n챤 na pek철 t챤 창ngang체 t챤 mosoro t챤 z채ngbing철r철 ter챘 t챤 ndara s척 ayeke k철t채 y챗 nd창li t챤 n챘ng철 ter챗 na boro m채챦ng철 t챤 s챘ter챘 t챤 lo g챦 na l챗g챘 t챤 gb체ng철 mb챤r챤mb챤ri kua t챤 k철d철r철 ng창 na t챤 t채ngb챦ng철 kua na 창k철d철r철 wand챘 s척 ab채a d척ng척ngbi na m척s척r척 t챤 k철d철r철 척ko 척ko
"Am청 na zo k청e ngang체 t챤 woter챘 t챤 lo, t챤 s창ra ng챤창 ng창.",Am청 na zo k청e ngang체 t챤 woter챘 t챤 lo t챤 s창ra ng챤창 ng창,Am청 na zo k청e ngang체 t챤 woter챘 t챤 lo t챤 s창ra ng챤창 ng창
S척 atene al챤ngbi t챤 d챘 g챦 na l챗g챘 n챤 l채ng철 k창p채 t챤 kua ng창 na 창l채ng철 t챤 w철ng철 ter챗 s척 af청ta n챤.,S척 atene al챤ngbi t챤 d챘 g챦 na l챗g챘 n챤 l채ng철 k창p채 t챤 kua ng창 na 창l채ng철 t챤 w철ng철 ter챗 s척 af청ta n챤,S척 atene al챤ngbi t챤 d챘 g챦 na l챗g챘 n챤 l채ng철 k창p채 t챤 kua ng창 na 창l채ng철 t챤 w철ng철 ter챗 s척 af청ta n챤
"T챤 tene 창zo akp챘 창ngang체 s척 afa ge s척, ayeke nz철n챤 mb챗n챤 d척ng척ngbi adu da s척 al챤ngbi t챤 bata n챤.",T챤 tene 창zo akp챘 창ngang체 s척 afa ge s척 ayeke nz철n챤 mb챗n챤 d척ng척ngbi adu da s척 al챤ngbi t챤 bata n챤,T챤 tene 창zo akp챘 창ngang체 s척 afa ge s척 ayeke nz철n챤 mb챗n챤 d척ng척ngbi adu da s척 al챤ngbi t챤 bata n챤
D척ng척ngbi s척 al챤ngbi t챤 dut챦 na y창 t챤 k철d철r철 n챤 t철ngana na y창 t챤 d청n챤a mobimba.,D척ng척ngbi s척 al챤ngbi t챤 dut챦 na y창 t챤 k철d철r철 n챤 t철ngana na y창 t챤 d청n챤a mobimba,D척ng척ngbi s척 al챤ngbi t챤 dut챦 na y창 t챤 k철d철r철 n챤 t철ngana na y창 t챤 d청n챤a mobimba
Mb챗n챤 k철d철r철s챗se 척ko p챘p챘e wala mb챗n챤 zo t챤 g챦g챤 척ko al챤ngbi p챘p챘e t챤 buba l챗g챘 t챤 창ndi채 s척 afa ge na y창 t챤 mb챘t챦-d챗p채 s척.,Mb챗n챤 k철d철r철s챗se 척ko p챘p챘e wala mb챗n챤 zo t챤 g챦g챤 척ko al챤ngbi p챘p챘e t챤 buba l챗g챘 t챤 창ndi채 s척 afa ge na y창 t챤 mb챘t챦d챗p채 s척,Mb챗n챤 k철d철r철s챗se 척ko p챘p챘e wala mb챗n챤 zo t챤 g챦g챤 척ko al챤ngbi p챘p챘e t챤 buba l챗g챘 t챤 창ndi채 s척 afa ge na y창 t챤 mb챘t챦d챗p채 s척
Mbôsën,Mbôsën,Mbôsën
Tî lo likodoro Niamey.,Tî lo likodoro Niamey,Tî lo likodoro Niamey
Rusïi yeke sêse nî ayeke tî [[Aêropa]].,Rusïi yeke sêse nî ayeke tî Aêropa,Rusïi yeke sêse nî ayeke tî Aêropa
Tî lo likodoro [[Moscow]].,Tî lo likodoro Moscow,Tî lo likodoro Moscow
"Bi tenê zêdeyî 17,000,000 km², Rûsya welatê herî mezin ê cîhanê ye",Bi tenê zêdeyî km² Rûsya welatê herî mezin ê cîhanê ye,Bi tenê zêdeyî km² Rûsya welatê herî mezin ê cîhanê ye
Kûyâa-sisä,Kûyâasisä,Kûyâasisä
Skin Diamond (18.02.1987-),Skin Diamond,Skin Diamond
 yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창-k철t채 t챤 W채k채.,yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 W채k채,yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 W채k채
Novosibirsk (ru:Новосибирск) yeke ködörö nî ayeke tî [[Rusïi]].,Novosibirsk ruНовосибирск yeke ködörö nî ayeke tî Rusïi,Novosibirsk ruНовосибирск yeke ködörö nî ayeke tî Rusïi
Gonzo-kongä,Gonzokongä,Gonzokongä
Gbögömë / Ngbangä,Gbögömë Ngbangä,Gbögömë Ngbangä
Farânzi yeke sêse nî ayeke tî [[Aêropa]].,Farânzi yeke sêse nî ayeke tî Aêropa,Farânzi yeke sêse nî ayeke tî Aêropa
Tî lo likodoro [[Paris]].,Tî lo likodoro Paris,Tî lo likodoro Paris
Kùodùorùosêse tî Ngunuhalëzo tî Kongö yeke sêse nî ayeke tî [[Afrîka]].,Kùodùorùosêse tî Ngunuhalëzo tî Kongö yeke sêse nî ayeke tî Afrîka,Kùodùorùosêse tî Ngunuhalëzo tî Kongö yeke sêse nî ayeke tî Afrîka
.C¿&gt;ÅC]&gt;ÀC¿,C¿gtÅCgtÀC¿,C¿gtÅCgtÀC¿
Längö tî yenga na yeke mbârâmbârâ:,Längö tî yenga na yeke mbârâmbârâ,Längö tî yenga na yeke mbârâmbârâ
Nze (sinböol: ),Nze sinböol,Nze sinböol
Z철z철mb철,Z철z철mb철,Z철z철mb철
Tî lo likodoro Gaborone.,Tî lo likodoro Gaborone,Tî lo likodoro Gaborone
Tî lo likodoro Lomé.,Tî lo likodoro Lomé,Tî lo likodoro Lomé
S챗se t챤 k철m채nd창-k철t채 t챤 W채k채 yeke s챗se t챤 k철m채nd창-k철t채 n챤 ayeke t챤 B챗afr챤ka.,S챗se t챤 k철m채nd창k철t채 t챤 W채k채 yeke s챗se t챤 k철m채nd창k철t채 n챤 ayeke t챤 B챗afr챤ka,S챗se t챤 k철m채nd창k철t채 t챤 W채k채 yeke s챗se t챤 k철m채nd창k철t채 n챤 ayeke t챤 B챗afr챤ka
K철d철r철s챗se t챤 Kong철o yeke s챗se n챤 ayeke t챤 Afr챤ka.,K철d철r철s챗se t챤 Kong철o yeke s챗se n챤 ayeke t챤 Afr챤ka,K철d철r철s챗se t챤 Kong철o yeke s챗se n챤 ayeke t챤 Afr챤ka
Yeyë,Yeyë,Yeyë
Ngundë,Ngundë,Ngundë
Armenïi laâ mbênî [[zûa]] sêse.,Armenïi laâ mbênî zûa sêse,Armenïi laâ mbênî zûa sêse
Tî lo likodoro Ierevan.,Tî lo likodoro Ierevan,Tî lo likodoro Ierevan
<br/>,br,br
"Nyomi Banxxx (14.10.1972, Chicago, Illinois, K.Ô.A -)",Nyomi Banxxx Chicago Illinois KÔA,Nyomi Banxxx Chicago Illinois KÔA
Mboö,Mboö,Mboö
Paltoga yeke k철d철r철 n챤 ayeke t챤 Rus챦i.,Paltoga yeke k철d철r철 n챤 ayeke t챤 Rus챦i,Paltoga yeke k철d철r철 n챤 ayeke t챤 Rus챦i
Tî lo likodoro Bujumbura.,Tî lo likodoro Bujumbura,Tî lo likodoro Bujumbura
"Hebe Maria Camargo (Taubaté, 8 mars 1929) est une présentatrice de télévision, actrice et chanteuse brésilien.",Hebe Maria Camargo Taubaté mars est une présentatrice de télévision actrice et chanteuse brésilien,Hebe Maria Camargo Taubaté mars est une présentatrice de télévision actrice et chanteuse brésilien
"Kurow (""Kurów"") yeke village nî ayeke tî Polone.",Kurow Kurów yeke village nî ayeke tî Polone,Kurow Kurów yeke village nî ayeke tî Polone
[[GĂ«tĂ]]« / MobĂĽĂ¤,GĂ « tĂ « MobĂĽĂ¤,GĂ « tĂ « MobĂĽĂ¤
Yöröki,Yöröki,Yöröki
[[BĂ´suĂŻ]],BĂ´suĂŻ,BĂ´suĂŻ
Reykjavik (Reykjav챠k t챤 챦sl채nd챘e) yeke tohgbata n챤 ayeke t챤 횕sl채nd.,Reykjavik Reykjav챠k t챤 챦sl채nd챘e yeke tohgbata n챤 ayeke t챤 횕sl채nd,Reykjavik Reykjav챠k t챤 챦sl채nd챘e yeke tohgbata n챤 ayeke t챤 횕sl채nd
K철dr철 t챤 Reykjavik yeke k철n철ng철 t챤 agb창nzi k철dr철 t챤 횕sl채nd.,K철dr철 t챤 Reykjavik yeke k철n철ng철 t챤 agb창nzi k철dr철 t챤 횕sl채nd,K철dr철 t챤 Reykjavik yeke k철n철ng철 t챤 agb창nzi k철dr철 t챤 횕sl채nd
Laâ ngêli yângbö ngôrôngbi na zîa ngû na terê tî.,Laâ ngêli yângbö ngôrôngbi na zîa ngû na terê tî,Laâ ngêli yângbö ngôrôngbi na zîa ngû na terê tî
S챗n t챤 y채k채,S챗n t챤 y채k채,S챗n t챤 y채k채
Tue,Tue,Tue
Mobaye yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창-k철t채 t챤 Do-K철t철.,Mobaye yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 DoK철t철,Mobaye yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 DoK철t철
"[[Fábio Assunção]] Pinto ([[São Paulo]], 10 august 1971) est un actor brésilien.",Fábio Assunção Pinto São Paulo august est un actor brésilien,Fábio_Assunção Pinto São Paulo august est un actor brésilien
Polon챘e yeke y창ng창k철d철r철 t챤 P철l척ni.,Polon챘e yeke y창ng창k철d철r철 t챤 P철l척ni,Polon챘e yeke y창ng창k철d철r철 t챤 P철l척ni
Gbigbi / Gbugburu / Nzombö / Ninë,Gbigbi Gbugburu Nzombö Ninë,Gbigbi Gbugburu Nzombö Ninë
__NOEDITSECTION__,__NOEDITSECTION__,__NOEDITSECTION__
YorĂ¶-bĂ¶rĂ¶,YorĂ¶bĂ¶rĂ¶,YorĂ¶bĂ¶rĂ¶
Bambio yeke gbata nî ayeke tî [[Sêse tî kömändâ-kötä tî Sangä-Mbaere]].,Bambio yeke gbata nî ayeke tî Sêse tî kömändâkötä tî SangäMbaere,Bambio yeke gbata nî ayeke tî Sêse_tî_kömändâkötä_tî_SangäMbaere
K채k챘r챘,K채k챘r챘,K채k챘r챘
Ngolo,Ngolo,Ngolo
Pölôni yeke sêse nî ayeke tî [[Aêropa]].,Pölôni yeke sêse nî ayeke tî Aêropa,Pölôni yeke sêse nî ayeke tî Aêropa
Tî lo likodoro [[Warsaw]].,Tî lo likodoro Warsaw,Tî lo likodoro Warsaw
S체채,S체채,S체채
Walitaba,Walitaba,Walitaba
T챤 lo likodoro Ottawa.,T챤 lo likodoro Ottawa,T챤 lo likodoro Ottawa
Bäboro,Bäboro,Bäboro
Gbundo,Gbundo,Gbundo
Pêpëlêpendo,Pêpëlêpendo,Pêpëlêpendo
Tî lo likodoro Kigali.,Tî lo likodoro Kigali,Tî lo likodoro Kigali
Z챘k챘z챘,Z챘k챘z챘,Z챘k챘z챘
"Sung Jae-gi(Koreyëen:성재기;Shinuäa:成在基, Daegu, Koreyë-Mbongo, 11 september 1967 - Seoul, 26 july 2013) est une Mbongo Koreyëen Human right activists, présentatrice de télévision et liberalisme philosophe.",Sung JaegiKoreyëen성재기Shinuäa成在基 Daegu KoreyëMbongo september Seoul july est une Mbongo Koreyëen Human right activists présentatrice de télévision et liberalisme philosophe,Sung JaegiKoreyëen성재기Shinuäa成在基 Daegu KoreyëMbongo september Seoul july est une Mbongo Koreyëen Human right activists présentatrice de télévision et liberalisme philosophe
"en 2008, fondateur de Association of Korean male(남성연대;男性連帶).",en fondateur de Association of Korean male남성연대男性連帶,en fondateur de Association of Korean male남성연대男性連帶
"en 2013, il yeke suicide, Protest de discrimination sexuelle.",en il yeke suicide Protest de discrimination sexuelle,en il yeke suicide Protest de discrimination sexuelle
Tî lo likodoro Maseru.,Tî lo likodoro Maseru,Tî lo likodoro Maseru
[[Amerîka]],Amerîka,Amerîka
"Letícia Pena Spiller ([[Rio de Janeiro]], 19 June 1973) est une actrice brésilien.",Letícia Pena Spiller Rio de Janeiro June est une actrice brésilien,Letícia Pena Spiller Rio_de_Janeiro June est une actrice brésilien
Boda yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창-k철t채 t챤 Lob창ye.,Boda yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 Lob창ye,Boda yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 Lob창ye
"Taranto (""Tarde"" na y창ng창 t챤 tarantino) yeke gb채t채 n챤 ayeke t챤 Ital첫ii.",Taranto Tarde na y창ng창 t챤 tarantino yeke gb채t채 n챤 ayeke t챤 Ital첫ii,Taranto Tarde na y창ng창 t챤 tarantino yeke gb채t채 n챤 ayeke t챤 Ital첫ii
Kânge sêsöngö.,Kânge sêsöngö,Kânge sêsöngö
 yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창-k철t채 t챤 Kem철.,yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 Kem철,yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 Kem철
Kokolîko,Kokolîko,Kokolîko
Kpayä,Kpayä,Kpayä
"Palermo (""Palemmu"" na y창ng창 t챤 sicilianu) yeke gb채t채 n챤 ayeke t챤 Ital첫ii.",Palermo Palemmu na y창ng창 t챤 sicilianu yeke gb채t채 n챤 ayeke t챤 Ital첫ii,Palermo Palemmu na y창ng창 t챤 sicilianu yeke gb채t채 n챤 ayeke t챤 Ital첫ii
Wuhngo t챤 창zo n챤 ayeke 677.015 Kânge sêsöngö.,Wuhngo t챤 창zo n챤 ayeke Kânge sêsöngö,Wuhngo t챤 창zo n챤 ayeke Kânge sêsöngö
 yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창-k철t채 t챤 T철-Mb철m체.,yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 T철Mb철m체,yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 T철Mb철m체
횂K철d철r철-척ko t챤 Amer챤ka (K.횚.A) yeke s챗se n챤 ayeke t챤 Banga Amer챤ka.,횂K철d철r철척ko t챤 Amer챤ka K횚A yeke s챗se n챤 ayeke t챤 Banga Amer챤ka,횂K철d철r철척ko t챤 Amer챤ka K횚A yeke s챗se n챤 ayeke t챤 Banga Amer챤ka
T챤 lo likodoro [[Washington D.C.]].,T챤 lo likodoro Washington DC,T챤 lo likodoro Washington_DC
M척ng척d챘,M척ng척d챘,M척ng척d챘
Langä,Langä,Langä
S챗se t챤 k철m채nd창-k철t채 t챤 Mambere-Kadei yeke s챗se t챤 k철m채nd창-k철t채 n챤 ayeke t챤 B챗afr챤ka.,S챗se t챤 k철m채nd창k철t채 t챤 MambereKadei yeke s챗se t챤 k철m채nd창k철t채 n챤 ayeke t챤 B챗afr챤ka,S챗se t챤 k철m채nd창k철t채 t챤 MambereKadei yeke s챗se t챤 k철m채nd창k철t채 n챤 ayeke t챤 B챗afr챤ka
Breinigerberg yeke village nî ayeke tî Zâmani.,Breinigerberg yeke village nî ayeke tî Zâmani,Breinigerberg yeke village nî ayeke tî Zâmani
Zarî,Zarî,Zarî
Zerebaidyäan laâ mbênî [[zûa]] sêse.,Zerebaidyäan laâ mbênî zûa sêse,Zerebaidyäan laâ mbênî zûa sêse
Tî lo likodoro Baku.,Tî lo likodoro Baku,Tî lo likodoro Baku
S챗se t챤 k철m채nd창-k철t채 t챤 Nan채-Mambere yeke s챗se t챤 k철m채nd창-k철t채 n챤 ayeke t챤 B챗afr챤ka.,S챗se t챤 k철m채nd창k철t채 t챤 Nan채Mambere yeke s챗se t챤 k철m채nd창k철t채 n챤 ayeke t챤 B챗afr챤ka,S챗se t챤 k철m채nd창k철t채 t챤 Nan채Mambere yeke s챗se t챤 k철m채nd창k철t채 n챤 ayeke t챤 B챗afr챤ka
Mbamba,Mbamba,Mbamba
Nz챘l챘l챘,Nz챘l챘l챘,Nz챘l챘l챘
Laâ mbênî [[zûa]] sêse.,Laâ mbênî zûa sêse,Laâ mbênî zûa sêse
Tî lo likodoro Victoria.,Tî lo likodoro Victoria,Tî lo likodoro Victoria
LĆÆkpĆ¢,LĆÆkpĆ¢,LĆÆkpĆ¢
Y창ng창 t챤 k철d철r철:,Y창ng창 t챤 k철d철r철,Y창ng창 t챤 k철d철r철
Osasco (o’zasku) yeke village nî ayeke tî Brésil.,Osasco o ’ zasku yeke village nî ayeke tî Brésil,Osasco o ’ zasku yeke village nî ayeke tî Brésil
  Piacenza yeke sêse nî ayeke tî [[Italùii]].,Piacenza yeke sêse nî ayeke tî Italùii,Piacenza yeke sêse nî ayeke tî Italùii
Fëlânde yeke sêse nî ayeke tî [[Aêropa]].,Fëlânde yeke sêse nî ayeke tî Aêropa,Fëlânde yeke sêse nî ayeke tî Aêropa
Tî lo likodoro Helsinki.,Tî lo likodoro Helsinki,Tî lo likodoro Helsinki
Tî lo likodoro Suva.,Tî lo likodoro Suva,Tî lo likodoro Suva
Pakistan welatekî li Asyayê başûrê ye.,Pakistan welatekî li Asyayê başûrê ye,Pakistan welatekî li Asyayê başûrê ye
"Ew li [[Indïi]], Îran, Afganistan û Çînê ye.",Ew li Indïi Îran Afganistan û Çînê ye,Ew li Indïi Îran Afganistan û Çînê ye
Ew fermî wekî Komara Îslamî ya Îslamî ye.,Ew fermî wekî Komara Îslamî ya Îslamî ye,Ew fermî wekî Komara Îslamî ya Îslamî ye
Ew li deryaya erebî ya li başûr Erebî ye.,Ew li deryaya erebî ya li başûr Erebî ye,Ew li deryaya erebî ya li başûr Erebî ye
Pakistan di cîhanê de pênc kesan (207.77 mîlyon) heye.,Pakistan di cîhanê de pênc kesan mîlyon heye,Pakistan di cîhanê de pênc kesan mîlyon heye
Tî lo likodoro Antananarivo.,Tî lo likodoro Antananarivo,Tî lo likodoro Antananarivo
Ba Don yeke tohgbata nî ayeke tî Vietnäm.,Ba Don yeke tohgbata nî ayeke tî Vietnäm,Ba Don yeke tohgbata nî ayeke tî Vietnäm
<c¡>:C¿</c¡>,c¡C¿c¡,c¡C¿c¡
Tî lo likodoro Manila.,Tî lo likodoro Manila,Tî lo likodoro Manila
Nd챘l챘 yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창-k철t채 t챤 Bam챦ng챦-Bangoran.,Nd챘l챘 yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 Bam챦ng챦Bangoran,Nd챘l챘 yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 Bam챦ng챦Bangoran
  Caselle Landi yeke ködörö nî ayeke tî [[Italùii]].,Caselle Landi yeke ködörö nî ayeke tî Italùii,Caselle Landi yeke ködörö nî ayeke tî Italùii
Tî lo likodoro [[Dibutùii]].,Tî lo likodoro Dibutùii,Tî lo likodoro Dibutùii
Sêse (sinböol pälänête: ),Sêse sinböol pälänête,Sêse sinböol pälänête
Islânde laâ mbênî [[zûa]] sêse.,Islânde laâ mbênî zûa sêse,Islânde laâ mbênî zûa sêse
Tî lo likodoro Reykjavík.,Tî lo likodoro Reykjavík,Tî lo likodoro Reykjavík
President : Guðni Th.,President Guðni Th,President Guðni Th
Jóhannesson,Jóhannesson,Jóhannesson
Ana Foxxx (29.10.1988-),Ana Foxxx,Ana Foxxx
K철d철r철s챗se t챤 Colombia yeke s챗se n챤 ayeke t챤 Amer챤ka.,K철d철r철s챗se t챤 Colombia yeke s챗se n챤 ayeke t챤 Amer챤ka,K철d철r철s챗se t챤 Colombia yeke s챗se n챤 ayeke t챤 Amer챤ka
T챤 lo likodoro Bogot찼.,T챤 lo likodoro Bogot찼,T챤 lo likodoro Bogot찼
Ngurukë,Ngurukë,Ngurukë
Tî lo likodoro [[Praia]].,Tî lo likodoro Praia,Tî lo likodoro Praia
[[ZĂ¶mbĂŻ]],ZĂ¶mbĂŻ,ZĂ¶mbĂŻ
  Bimbo yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창-k철t채 t챤 횜mb챘l채-P철k철.,Bimbo yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 횜mb챘l채P철k철,Bimbo yeke gbata n챤 ayeke t챤 S챗se t챤 k철m채nd창k철t채 t챤 횜mb챘l채P철k철
Tî lo likodoro Yaoundé.,Tî lo likodoro Yaoundé,Tî lo likodoro Yaoundé
Caracas yeke k철t채 gb채t채 n챤 ayeke t챤 Venezuela.,Caracas yeke k철t채 gb채t채 n챤 ayeke t챤 Venezuela,Caracas yeke k철t채 gb채t채 n챤 ayeke t챤 Venezuela
Mamakä,Mamakä,Mamakä
Otoo yeke mbênî yê tî tambela.,Otoo yeke mbênî yê tî tambela,Otoo yeke mbênî yê tî tambela
"A kûê bada, masüa na mopepe.",A kûê bada masüa na mopepe,A kûê bada masüa na mopepe
Ng체챘ny챘 / W챘ny챘n,Ng체챘ny챘 W챘ny챘n,Ng체챘ny챘 W챘ny챘n
Nzala / Nzilä,Nzala Nzilä,Nzala Nzilä
Gaböon.,Gaböon,Gaböon
Tî lo likodoro Libreville.,Tî lo likodoro Libreville,Tî lo likodoro Libreville
Döngbä,Döngbä,Döngbä
Bà Rịa is 80 km northeast [[Ho Chi Minh City]],Bà Rịa is km northeast Ho Chi Minh City,Bà Rịa is km northeast Ho_Chi_Minh_City
Kën,Kën,Kën
Tî lo likodoro Luanda.,Tî lo likodoro Luanda,Tî lo likodoro Luanda
Kugbë-ngû,Kugbëngû,Kugbëngû
Tî lo likodoro Bangkok.,Tî lo likodoro Bangkok,Tî lo likodoro Bangkok
King : Rama X,King Rama X,King Rama X
S창ng창챦,S창ng창챦,S창ng창챦
Gambula yeke gbata nî ayeke tî [[Sêse tî kömändâ-kötä tî Mambere-Kadei]] .,Gambula yeke gbata nî ayeke tî Sêse tî kömändâkötä tî MambereKadei,Gambula yeke gbata nî ayeke tî Sêse_tî_kömändâkötä_tî_MambereKadei
Tî lo likodoro Dakar.,Tî lo likodoro Dakar,Tî lo likodoro Dakar
K철d철r철s챗se t챤 B챗afr챤ka yeke s챗se n챤 ayeke t챤 Afr챤ka.,K철d철r철s챗se t챤 B챗afr챤ka yeke s챗se n챤 ayeke t챤 Afr챤ka,K철d철r철s챗se t챤 B챗afr챤ka yeke s챗se n챤 ayeke t챤 Afr챤ka
"T챤 lo b챤창, la창 La Renaissance (E Zingo).",T챤 lo b챤창 la창 La Renaissance E Zingo,T챤 lo b챤창 la창 La Renaissance E Zingo
"Wuhngo t챤 창zo n챤 ayeke 4,422,000. aK철t채-k철d철r철 t챤 K철d철r철s챗se t챤 B챗afr챤ka yeke Bangui.",Wuhngo t챤 창zo n챤 ayeke aK철t채k철d철r철 t챤 K철d철r철s챗se t챤 B챗afr챤ka yeke Bangui,Wuhngo t챤 창zo n챤 ayeke aK철t채k철d철r철 t챤 K철d철r철s챗se t챤 B챗afr챤ka yeke Bangui
N챤 W채kpal챘k철d철r철 Henri-Marie Dondra.,N챤 W채kpal챘k철d철r철 HenriMarie Dondra,N챤 W채kpal챘k철d철r철 HenriMarie Dondra
Nî laâ matânga tî letäa ayeke lahngo ôko tî kakawaka na lahngo balë-ôko na otâ tî Kukkuru.,Nî laâ matânga tî letäa ayeke lahngo ôko tî kakawaka na lahngo balëôko na otâ tî Kukkuru,Nî laâ matânga tî letäa ayeke lahngo ôko tî kakawaka na lahngo balëôko na otâ tî Kukkuru
[[Mîngi]] nî abûngbi matânga ûse sô kwê tî sâra gï na kôzo lahngo tî kakawaka.,Mîngi nî abûngbi matânga ûse sô kwê tî sâra gï na kôzo lahngo tî kakawaka,Mîngi nî abûngbi matânga ûse sô kwê tî sâra gï na kôzo lahngo tî kakawaka
"Bêafrîka agä koddorosêse kpâa na 1 / 12 / 1958, sï agä ndepandäa na 13 / 8 / 1960.",Bêafrîka agä koddorosêse kpâa na sï agä ndepandäa na,Bêafrîka agä koddorosêse kpâa na sï agä ndepandäa na
"Konnongo tî lê nî ayeke Sm2 623.000 (dîko nî : sâkimêtere sênî ûse, sâki ngbangbo omenë na balë-ûse na otâ).",Konnongo tî lê nî ayeke Sm dîko nî sâkimêtere sênî ûse sâki ngbangbo omenë na balëûse na otâ,Konnongo tî lê nî ayeke Sm dîko nî sâkimêtere sênî ûse sâki ngbangbo omenë na balëûse na otâ
"Kûtu otâ nd ndö nî sâki ngbangbo mbârrâmbara na balë-usyo na ûse, na ndö nî ngbangbo usyo na balëmeambe na ûse.",Kûtu otâ nd ndö nî sâki ngbangbo mbârrâmbara na balëusyo na ûse na ndö nî ngbangbo usyo na balëmeambe na ûse,Kûtu otâ nd ndö nî sâki ngbangbo mbârrâmbara na balëusyo na ûse na ndö nî ngbangbo usyo na balëmeambe na ûse
"Ngb챗rey챗 na 1991, 창y창ng창 t챤 let채 ayeke : sahngo na far창nzi 청se kw챗.",Ngb챗rey챗 na 창y창ng창 t챤 let채 ayeke sahngo na far창nzi 청se kw챗,Ngb챗rey챗 na 창y창ng창 t챤 let채 ayeke sahngo na far창nzi 청se kw챗
"Tohgbata nî ayeke : [[Bangî]], sô âzo tî yâ nî awü töngana sâki ngbangbo omenë (600.000).",Tohgbata nî ayeke Bangî sô âzo tî yâ nî awü töngana sâki ngbangbo omenë,Tohgbata nî ayeke Bangî sô âzo tî yâ nî awü töngana sâki ngbangbo omenë
"Tömbai nî ayeke : Bûngbi-ôko, Nehngo-terê, Kusâra.",Tömbai nî ayeke Bûngbiôko Nehngoterê Kusâra,Tömbai nî ayeke Bûngbiôko Nehngoterê Kusâra
Byângunu (wala byâlombë) nî ayeke E zîngo.,Byângunu wala byâlombë nî ayeke E zîngo,Byângunu wala byâlombë nî ayeke E zîngo
Kûmba,Kûmba,Kûmba
Lacey Duvalle (5.04.1982-),Lacey Duvalle,Lacey Duvalle
La [[Mode Gakuen Cocoon Tower]] est un gratte-ciel ayant pour fonction d'abriter une école de design et d'architecture.,La Mode Gakuen Cocoon Tower est un gratteciel ayant pour fonction dabriter une école de design et darchitecture,La Mode_Gakuen_Cocoon_Tower est un gratteciel ayant pour fonction dabriter une école de design et darchitecture
Nd철l철 / L철-b챗-ng청,Nd철l철 L철b챗ng청,Nd철l철 L철b챗ng청
Bien Hoa.,Bien Hoa,Bien Hoa
Bien Hoa is 25 km south [[Ho Chi Minh City]],Bien Hoa is km south Ho Chi Minh City,Bien Hoa is km south Ho_Chi_Minh_City
Tî lo likodoro Bissau.,Tî lo likodoro Bissau,Tî lo likodoro Bissau
Carnot yeke gbata n챤 ayeke t챤 K철d철r철s챗se t챤 B챗afr챤ka.,Carnot yeke gbata n챤 ayeke t챤 K철d철r철s챗se t챤 B챗afr챤ka,Carnot yeke gbata n챤 ayeke t챤 K철d철r철s챗se t챤 B챗afr챤ka
