text,text_preprocessed,LEN,label
E ta bai vakschool na [[Shell Curacao N.V.|Isla]] i ta siña pa trahadó di instrumènt i fijnbankwerker (1943).,E ta bai vakschool na Shell_Curacao_NVIsla i ta siña pa trahadó di instrumènt i fijnbankwerker,15,408
"Den añanan sinkuenta Juliana ta kuminsá manda [[poesia]] na spañó tur siman den Sabatina Literaria, e suplemento - manera e nòmber ta bisa di djasabra - di korant [[La Prensa]] ku [[[[Luis Daal]]]] ta dirigí.",Den añanan sinkuenta Juliana ta kuminsá manda poesia na spañó tur siman den Sabatina Literaria e suplemento manera e nòmber ta bisa di djasabra di korant La Prensa ku Luis Daal ta dirigí,33,78
E ta skirbi na [[papiamentu]] tambe.,E ta skirbi na papiamentu tambe,6,185
"[[Komo]] mucha mi ta yega kas imitá, konta mi rumannan eksaktamente kon m’a mira e kos ei.” E nobato Juliana ta subi esenario den Roxy pa presentá (tambe gogel) serka Romuoldo Hanst, Moi Galante i [[Pedro]] (Chu) Thielman.",Komo mucha mi ta yega kas imitá konta mi rumannan eksaktamente kon m ’ a mira e kos ei ” E nobato Juliana ta subi esenario den Roxy pa presentá serka Romuoldo Hanst Moi Galante i Pedro Thielman,38,400
"Ku e klup di gogel e ta aktua na [[Kòrsou]], [[[[Boneiru]]]] i [[[[Aruba]]]].",Ku e klup di gogel e ta aktua na Kòrsou Boneiru i Aruba,13,161
Na 1956 Juliana ta hasi su debut komo maestro di seremonia i kontadó di chiste den klup Jolly Fellows Society ora kuminsá ku selebrashon di [[Dia di Bandera ([[Kòrsou)|Dia]] di [[Kòrsou]]]].,Na Juliana ta hasi su debut komo maestro di seremonia i kontadó di chiste den klup Jolly Fellows Society ora kuminsá ku selebrashon di Dia_di_Bandera_Dia di Kòrsou,27,348
"Mas despues ta lanta Fundashon Pro Arte Escénico den kua Juliana ta presentá su propio obra di un akto ""Malditu Yalurs"" i su skèch ""[[Pa]] un amor"".",Mas despues ta lanta Fundashon Pro Arte Escénico den kua Juliana ta presentá su propio obra di un akto Malditu Yalurs i su skèch Pa un amor,27,63
Su promé [[One man show]] ta den teater Roxy na 1957 i e hóben pianista Norman Moron ta kompañ’é.,Su promé One_man_show ta den teater Roxy na i e hóben pianista Norman Moron ta kompañ ’ é,18,124
Ehemplar den e konteksto [[akí]] ta su tratamentu pa mucha den su programa radial Mei ora chikí ku [[Ompi]] Elis di temanan aparentemente difísil ku gran fasilidat.,Ehemplar den e konteksto akí ta su tratamentu pa mucha den su programa radial Mei ora chikí ku Ompi Elis di temanan aparentemente difísil ku gran fasilidat,27,189
E tabatin un klup di mucha – Amiguitonan di [[Ompi]] – ku e tabata kòmbersá kuné den su programa riba tur aspekto di bida.,E tabatin un klup di mucha Amiguitonan di Ompi ku e tabata kòmbersá kuné den su programa riba tur aspekto di bida,22,351
Méskos ta konta pa e trabou ku el a hasi huntu ku [[Paul]] Brenneker.,Méskos ta konta pa e trabou ku el a hasi huntu ku Paul Brenneker,14,452
Esaki ta bini dilanti den por ehèmpel su uzo di [[poesia]] hapones [[Haiku]].,Esaki ta bini dilanti den por ehèmpel su uzo di poesia hapones Haiku,13,131
"Juliana: “[[Haiku]] ta un forma di [[poesia]] mashá kòrtiku ku únikamente tres liña di respektivamente sinku, shete i sinku sílaba.",Juliana “ Haiku ta un forma di poesia mashá kòrtiku ku únikamente tres liña di respektivamente sinku shete i sinku sílaba,21,131
Juliana ta publiká ketu bai su haikunan den entre otro korant [[Amigoe]].,Juliana ta publiká ketu bai su haikunan den entre otro korant Amigoe,12,131
"Típiko ku Juliana no a praktiká mashá ku e género novela, eksepto den [[Aventura]] di un kriki.",Típiko ku Juliana no a praktiká mashá ku e género novela eksepto den Aventura di un kriki,17,503
“[[Mi]] ke papia tiki i bisa hopi.,“ Mi ke papia tiki i bisa hopi,8,511
P’esei [[poesia]] tin masha balor pa mi.,P ’ esei poesia tin masha balor pa mi,9,227
"Un [[poesia]] ta esensia, ta ora bo pone aserka bo ta haña mas kos.",Un poesia ta esensia ta ora bo pone aserka bo ta haña mas kos,14,399
"Eksaktamente Juliana ta relatá detaye di tur loke e inbestigá, sea ta trata deskripshon pa traha instrumènt di muzik, kondishonnan mental i spiritual di hende di [[Kòrsou]] òf efektonan invisibel di edukashon riba pueblo.",Eksaktamente Juliana ta relatá detaye di tur loke e inbestigá sea ta trata deskripshon pa traha instrumènt di muzik kondishonnan mental i spiritual di hende di Kòrsou òf efektonan invisibel di edukashon riba pueblo,34,246
Su pinturanan arkeológiko ta di un eksaktitut asina perfekto ku arkeólogo [[Jay Haviser]] a pidi Juliana pa ilustrá su tésis pa doktorado pa alkansá e stándart ku siensia ta eksigí.,Su pinturanan arkeológiko ta di un eksaktitut asina perfekto ku arkeólogo Jay_Haviser a pidi Juliana pa ilustrá su tésis pa doktorado pa alkansá e stándart ku siensia ta eksigí,29,189
El a bai serka tokadó i trahadónan di instrumèntnan típiko di [[Kòrsou]] pa a dominá e arte.,El a bai serka tokadó i trahadónan di instrumèntnan típiko di Kòrsou pa a dominá e arte,17,88
Ta p’esei tambe e ta krea e dos figuranan Wazo i [[Ompi]].,Ta p ’ esei tambe e ta krea e dos figuranan Wazo i Ompi,14,401
[[Juliana]] tin e don pa reflehá mentalidat di pueblo na un manera ku e so por i ku tòg no ta artifisial.,Juliana tin e don pa reflehá mentalidat di pueblo na un manera ku e so por i ku tòg no ta artifisial,22,402
Nos tin basta maña kaba di kita tur responsabilidat [[fo’i nos]] kurpa.,Nos tin basta maña kaba di kita tur responsabilidat fo ’ i_nos kurpa,13,452
"Ami ta responsabel pa tur kos ku mi hasi...” Den e kuentanan di Echa Kuenta tin un estilo di narashon direkto, es desir personahenan mes ta hopi na palabra i no ta naradó so ta [[duna]] relato di susesonan.",Ami ta responsabel pa tur kos ku mi hasi ” Den e kuentanan di Echa Kuenta tin un estilo di narashon direkto es desir personahenan mes ta hopi na palabra i no ta naradó so ta duna relato di susesonan,40,377
"Den nan, diálogo - pa definishon [[mas]] bibu i aktivo ku monólogo – ta frekuente.",Den nan diálogo pa definishon mas bibu i aktivo ku monólogo ta frekuente,13,130
[[Juliana]] ta kontinuá e liña di oralidat den tradishon di [[Kòrsou]] den e forma akí di presentá.,Juliana ta kontinuá e liña di oralidat den tradishon di Kòrsou den e forma akí di presentá,17,412
"E pregunta kua persona lokal a influenshá di forma markante antropologia, arkeologia, dramatisashon, kontamentu di kuenta òf kualke otro un dje terenonan menshoná [[aki]], lo generá sin duda ku konsenso general, Elis Juliana komo kontesta.",E pregunta kua persona lokal a influenshá di forma markante antropologia arkeologia dramatisashon kontamentu di kuenta òf kualke otro un dje terenonan menshoná aki lo generá sin duda ku konsenso general Elis Juliana komo kontesta,35,40
E mes a hasi kla ku su [[arte]] ta basá riba inbestigashon i su inbestigashon a hasi uzo di [[arte]] pa difundí mensahenan.,E mes a hasi kla ku su arte ta basá riba inbestigashon i su inbestigashon a hasi uzo di arte pa difundí mensahenan,23,258
Na promé bista por parse ku [[arte]] i siensia ta bruá den otro.,Na promé bista por parse ku arte i siensia ta bruá den otro,13,401
E integrashon akí e ta hasi a base di un konsiensia profundo di kiko mester konservá i propagá den herensia di [[Kòrsou]].,E integrashon akí e ta hasi a base di un konsiensia profundo di kiko mester konservá i propagá den herensia di Kòrsou,22,154
"E no ta praktiká [[arte]] pa [[arte]], sino [[arte]] pa konsientisá.",E no ta praktiká arte pa arte sino arte pa konsientisá,11,406
Ta esaki ta e kapa teóriko ku ta kubri e terenonan artístiko i sientífiko di [[Elis Juliana]].,Ta esaki ta e kapa teóriko ku ta kubri e terenonan artístiko i sientífiko di Elis_Juliana,16,247
"Den deskripshon separá [[di nan]], ta e 3 konstansianan menshoná, esta konsiensia, integrashon i kontinuidat ta notabel.",Den deskripshon separá di_nan ta e konstansianan menshoná esta konsiensia integrashon i kontinuidat ta notabel,15,42
[[Nan]] a hustifiká desaroyá un teoria propio relashoná ku Juliana su influensha: Julianismo.,Nan a hustifiká desaroyá un teoria propio relashoná ku Juliana su influensha Julianismo,13,503
"Emy [[Maduro]], antropólogo drs.",Emy Maduro antropólogo drs,4,264
"[[May Henriquez]] †, arkeólogo dr. [[Jay Haviser]], etnólogo [[rev]].",May_Henriquez † arkeólogo dr Jay Haviser etnólogo rev,8,264
"[[Paul]] Brenneker †, filósofo sr. Lloyd Narain i pintor sr. Luigi Pinedo.",Paul Brenneker † filósofo sr Lloyd Narain i pintor sr Luigi Pinedo,12,264
Ta [[Elis Juliana]] a pone base metodológiko pa estudio di kultura no-dokumentá di [[Kòrsou]].,Ta Elis_Juliana a pone base metodológiko pa estudio di kultura nodokumentá di Kòrsou,13,462
Awendia antropologia sa ku e métodonan uzá den pasado pa studia komportamentu di antropos (hende) den su interakshon ku naturalesa tabata demasiado basá riba normanan di [[mundu]] modèrno oksidental i konsekuentemente tabata laga tiki espasio pa loke tabata biba den otro kultura.,Awendia antropologia sa ku e métodonan uzá den pasado pa studia komportamentu di antropos den su interakshon ku naturalesa tabata demasiado basá riba normanan di mundu modèrno oksidental i konsekuentemente tabata laga tiki espasio pa loke tabata biba den otro kultura,41,274
"E tabata sképtiko pa e importansha demasiado grandi ku tabata [[duna]] datonan stadístiko, pasobra a registrá nan por ehèmpel solamente den Punda i ta registrá únikamente e [[parti]] kuantitativo, no ta bisa nada di kalidat.",E tabata sképtiko pa e importansha demasiado grandi ku tabata duna datonan stadístiko pasobra a registrá nan por ehèmpel solamente den Punda i ta registrá únikamente e parti kuantitativo no ta bisa nada di kalidat,35,202
[[Pero]] bo ta bai kòmbersá ku e persona i bo ta ripará den kòmbersashonnan den kiko mas e (énfasis [[JC]]) ta interesá.,Pero bo ta bai kòmbersá ku e persona i bo ta ripará den kòmbersashonnan den kiko mas e ta interesá,20,402
"Klaro ku bo n’ por bai puntr’é kosnan sofistiká di [[mundu]] djawe, pero kosnan di den su (énfasis [[JC]]) tempu.",Klaro ku bo n ’ por bai puntr ’ é kosnan sofistiká di mundu djawe pero kosnan di den su tempu,21,188
"Na man di loke e konta bo…” (EJ-JC2002) Kasi pa regla Juliana a subi tereno di [[historia]], buskando datonan antropológiko.",Na man di loke e konta bo… ” Kasi pa regla Juliana a subi tereno di historia buskando datonan antropológiko,20,44
"Anke e no tin pretenshon di ta historiadó, skritura di [[historia]] lo dun’é mérito rekonosiend’é komo historiadó-[[pionero]] di [[Kòrsou]].",Anke e no tin pretenshon di ta historiadó skritura di historia lo dun ’ é mérito rekonosiend ’ é komo historiadópionero di Kòrsou,23,193
"Na okashonnan di importansha históriko Juliana ta laga su bos resoná, manera riba promé di yüli di aña 2003 ku a kumpli 140 aña ku kolonialismo ulandes a abolí sklabitut den su kolonianan Sürnam i [[Antia]] Ulandes.",Na okashonnan di importansha históriko Juliana ta laga su bos resoná manera riba promé di yüli di aña ku a kumpli aña ku kolonialismo ulandes a abolí sklabitut den su kolonianan Sürnam i Antia Ulandes,35,44
Niun hende na [[Antia]] no a kolekshoná i dokumentá asina tantu manera [[Juliana]].,Niun hende na Antia no a kolekshoná i dokumentá asina tantu manera Juliana,13,40
"[[Pa]] su konsiensia pa den un tempu ignorante di importansha di pueblo, hasi trabou di reskate ku propio medionan finansiero, Juliana ta un modelo i ehèmpel pa inbestigadónan lokal i su búskeda tabata un búskeda di su mes tambe.",Pa su konsiensia pa den un tempu ignorante di importansha di pueblo hasi trabou di reskate ku propio medionan finansiero Juliana ta un modelo i ehèmpel pa inbestigadónan lokal i su búskeda tabata un búskeda di su mes tambe,39,274
"Pasobra Juliana a generá un mira fundamentalmente otro riba antropologia na [[Kòrsou]] i laga marka ku no por kita riba diferente tereno mas, e ta un inovadó.",Pasobra Juliana a generá un mira fundamentalmente otro riba antropologia na Kòrsou i laga marka ku no por kita riba diferente tereno mas e ta un inovadó,27,40
[[Pa]] tur esakinan ta na su lugá pa duna antropologia e promé lugá den e lista di terenonan ku Juliana tabata aktivo ariba.,Pa tur esakinan ta na su lugá pa duna antropologia e promé lugá den e lista di terenonan ku Juliana tabata aktivo ariba,23,235
[[Pa]] e mésun motibunan ta un echo ku [[Elis Juliana]] (huntu ku defuntu saserdote Paul Brenneker) ta fundadó di antropologia propio na [[Kòrsou]].,Pa e mésun motibunan ta un echo ku Elis Juliana ta fundadó di antropologia propio na Kòrsou,17,112
El a konsiderá e ophetonan akí material balioso i a deskribí nan di [[tal]] manera ku despues tabata posibel haña nan i nan informashon korespondiente bèk na un manera efikas.,El a konsiderá e ophetonan akí material balioso i a deskribí nan di tal manera ku despues tabata posibel haña nan i nan informashon korespondiente bèk na un manera efikas,30,78
"[[Sin]] preparashon komo [[tal]], el a desplegá aktitut di un bèrdadero dokumentalista i diseñá su mes sistema di palabra klave ku ta hasi posibel buska na un manera organisá.",Sin preparashon komo tal el a desplegá aktitut di un bèrdadero dokumentalista i diseñá su mes sistema di palabra klave ku ta hasi posibel buska na un manera organisá,29,400
"Tur aspekto spesífiko dje opheto e tabata deskribí, hasiendo e opheto [[mas]] asesibel i útil pa uzadónan.",Tur aspekto spesífiko dje opheto e tabata deskribí hasiendo e opheto mas asesibel i útil pa uzadónan,17,276
"Ku e trabou akí Juliana a proba su mente sientífiko i krea pa otronan un base [[sólido]] di dato pa inbestigashon, garantisando material pa studia pa aña i generashonnan benidero.El a hasi trabou di banguardia i emansipashon, elevando material konsiderá sin importansha na nivel di inbestigashon sientífiko.",Ku e trabou akí Juliana a proba su mente sientífiko i krea pa otronan un base sólido di dato pa inbestigashon garantisando material pa studia pa aña i generashonnan benideroEl a hasi trabou di banguardia i emansipashon elevando material konsiderá sin importansha na nivel di inbestigashon sientífiko,47,274
[[Komo]] opservadó skèrpi niun detaye no ta skapa su registrashon mikroskópiko.,Komo opservadó skèrpi niun detaye no ta skapa su registrashon mikroskópiko,11,130
[[E]] ta hasi sièrtu pregunta di karakter filosófiko.,E ta hasi sièrtu pregunta di karakter filosófiko,8,453
Juliana sa adoptá tres diferente aktitut relashoná ku e tragedia [[akí]]: - aktitut di kurasoleño profundamente tristu ku ta hari su mes tragedia - aktitut di edukadó ku ta indiká kaminda pa progresá - aktitut di hende ku ta resigná pasó e ta papia enbano.,Juliana sa adoptá tres diferente aktitut relashoná ku e tragedia akí aktitut di kurasoleño profundamente tristu ku ta hari su mes tragedia aktitut di edukadó ku ta indiká kaminda pa progresá aktitut di hende ku ta resigná pasó e ta papia enbano,42,79
Sinku aña largu [[Elis Juliana]] a kana ku konsiensia i kolekshoná historia outéntiko serka bieunan i ta publiká [[Echa]] cuenta na 1970.,Sinku aña largu Elis_Juliana a kana ku konsiensia i kolekshoná historia outéntiko serka bieunan i ta publiká Echa cuenta na,20,455
"“[[Mi]] ta sinti ku den e kuentanan akí tin un tesoro na informashon skondí”, (Juliana den [[Amigoe]] 1970) i ta primintí ku e lo bai dediká su mes na buska esaki den futuro.",“ Mi ta sinti ku den e kuentanan akí tin un tesoro na informashon skondí ” i ta primintí ku e lo bai dediká su mes na buska esaki den futuro,31,402
"(…) E [[Shon Arei]] ta un simbolismo di shon di katibu, pasobra klaro ku no por a aseptá ku un katibu por frega shon.",E Shon_Arei ta un simbolismo di shon di katibu pasobra klaro ku no por a aseptá ku un katibu por frega shon,22,83
"[[Nan]] no por a aseptá ku un Nanzi, un simpel katibu por nèk doño di plantashi.",Nan no por a aseptá ku un Nanzi un simpel katibu por nèk doño di plantashi,16,97
[[Pa]] kuminsá e no tin noshon di Nanzi komo araña.,Pa kuminsá e no tin noshon di Nanzi komo araña,10,453
"Anto tambe e [[Shon Arei]], klaro nan ta imaginá nan mes ku e [[Shon Arei]] lo mester ta…úniko hende ku Nanzi por nèk, ta un rei…esta manera un afrikano.",Anto tambe e Shon_Arei klaro nan ta imaginá nan mes ku e Shon_Arei lo mester ta…úniko hende ku Nanzi por nèk ta un rei…esta manera un afrikano,27,465
“Manera den e kuenta di Dòndu ku ta bisa: Dòndu se [[partió]] Dòndu se [[partió]] Ta mi t’e dòndu di mas Si batrei [[sansá]] kontra mayó Tumba tumba tummm.,“ Manera den e kuenta di Dòndu ku ta bisa Dòndu se partió Dòndu se partió Ta mi t ’ e dòndu di mas Si batrei sansá kontra mayó Tumba tumba tummm,32,189
"E yu ta kanta méskos ku e tata, pero ku stèm [[mas]] lait.",E yu ta kanta méskos ku e tata pero ku stèm mas lait,13,45
[[Fo’i]] tempu e ta mucha.,Fo ’ i tempu e ta mucha,7,41
M’a dramatisá e kuenta.” (EJ-[[JC]] 2002).,M ’ a dramatisá e kuenta ”,7,219
"E por a papia den promé persona, uza diálogo, presentá Wazo i [[Ompi]] Elis, kanta, uza ritmo, [[duna]] informashon ku el a inbestigá, reprimí mal kustumber, elogiá.",E por a papia den promé persona uza diálogo presentá Wazo i Ompi Elis kanta uza ritmo duna informashon ku el a inbestigá reprimí mal kustumber elogiá,27,40
"[[Komo]] kibradó di barera, el a desaroyá material pa siña mucha lesa for di nan kuater aña.",Komo kibradó di barera el a desaroyá material pa siña mucha lesa for di nan kuater aña,17,455
"[[Pero]] mas ku den kualke otro aspekto Juliana ta proba su raisnan firme den suela di [[Kòrsou]] i su ingeniosidat pa eduká kreando dos rekurso ku a proba nan forsa durante dékadanan kaba: pa adulto, e figura di Wazo, eksploradó di [[Kòrsou]], konosedó profundo di kultura i konsientisadó i pa mucha, [[Ompi]] Elis, ku no a bèk pa trata niun tema, pa difísil ku esaki por aparentá, ku muchanan.",Pero mas ku den kualke otro aspekto Juliana ta proba su raisnan firme den suela di Kòrsou i su ingeniosidat pa eduká kreando dos rekurso ku a proba nan forsa durante dékadanan kaba pa adulto e figura di Wazo eksploradó di Kòrsou konosedó profundo di kultura i konsientisadó i pa mucha Ompi Elis ku no a bèk pa trata niun tema pa difísil ku esaki por aparentá ku muchanan,69,389
Pasobra e inseguridat ku edukashon sumiso a hinka den pueblo ta resaltá asta den e kontesta afirmativo riba un pregunta ku mucha di [[Kòrsou]] ta artikulá ku entonashon di pregunta: “Kuantu aña bo tin?” Kontesta: Nuebe?” [[Elis Juliana]] su mérito mayó komo edukadó ta di a yuda rekonkistá e mente pèrdí akí.,Pasobra e inseguridat ku edukashon sumiso a hinka den pueblo ta resaltá asta den e kontesta afirmativo riba un pregunta ku mucha di Kòrsou ta artikulá ku entonashon di pregunta “ Kuantu aña bo tin ” Kontesta Nuebe ” Elis Juliana su mérito mayó komo edukadó ta di a yuda rekonkistá e mente pèrdí akí,55,79
"[[Pa]] su trabounan konsientisadó, konstante i kreativo riba tereno di edukashon por konsiderá [[Elis Juliana]] edukadó rekonkistadó di mente pèrdí.",Pa su trabounan konsientisadó konstante i kreativo riba tereno di edukashon por konsiderá Elis Juliana edukadó rekonkistadó di mente pèrdí,20,42
Estudio di literatura ta buska koherensia den obra literario i Juliana ta kumpli ku e norma [[akí]].,Estudio di literatura ta buska koherensia den obra literario i Juliana ta kumpli ku e norma akí,17,258
"E koherensia [[akí]] (elementonan konektá ku otro) ta resaltá tantu den temátika, estilo komo den e balor pronostikadó di hopi di su obranan, sigur konsiderando tempu den kua el a skirbi.",E koherensia akí ta resaltá tantu den temátika estilo komo den e balor pronostikadó di hopi di su obranan sigur konsiderando tempu den kua el a skirbi,27,402
"E balor pronostikadó akí, resultado di opservashon skèrpi, ta presente den diferente obra di Juliana, ku ta relatá suseso ku realidat di [[Kòrsou]] lo konfirmá despues: El a pronostiká na 1982 seramentu di Refineria Shell den e poema Bola (OPI III-82), ku a tuma lugá tambe na 1985.",E balor pronostikadó akí resultado di opservashon skèrpi ta presente den diferente obra di Juliana ku ta relatá suseso ku realidat di Kòrsou lo konfirmá despues El a pronostiká na seramentu di Refineria Shell den e poema Bola ku a tuma lugá tambe na,44,79
"Inovadó Juliana ta desafiá norma literario eksistente i krea un tipo di [[poesia]] nobo: [[poesia]] di diálogo, [[poesia]] narativo, di kòmbersashon.",Inovadó Juliana ta desafiá norma literario eksistente i krea un tipo di poesia nobo poesia di diálogo poesia narativo di kòmbersashon,21,510
"Semper bai nan a bisa bo sivilisashon ta di [[Oropa]], ke men [[Hulanda]].",Semper bai nan a bisa bo sivilisashon ta di Oropa ke men Hulanda,13,111
Por yega asina leu ku tur kos ta [[Hulanda]].,Por yega asina leu ku tur kos ta Hulanda,9,45
"Ta un kos so nan no a bisa, esei ta ku Kristu a nase na [[Amsterdam]].” Ritmo i dominio di papiamentu ta haña dimenshon nobo serka maestro Juliana, manera den seri di vèrbo, típiko di idiomanan kreol, kreando ritmo aselerá i esfera spesial: Mosa a bula lanta kana bai porta.",Ta un kos so nan no a bisa esei ta ku Kristu a nase na Amsterdam ” Ritmo i dominio di papiamentu ta haña dimenshon nobo serka maestro Juliana manera den seri di vèrbo típiko di idiomanan kreol kreando ritmo aselerá i esfera spesial Mosa a bula lanta kana bai porta,51,274
"[[Echa]] cuenta, kuentanan di literatura oral notá fo’i bieunan eksaktamente manera kontá, ta un dje reskatenan [[mas]] importante di Juliana.",Echa cuenta kuentanan di literatura oral notá fo ’ i bieunan eksaktamente manera kontá ta un dje reskatenan mas importante di Juliana,22,79
"[[Pa]] e definishon nobo ku el a duna literatura, por papia di julianisashon di norma literario antiano.",Pa e definishon nobo ku el a duna literatura por papia di julianisashon di norma literario antiano,17,510
Segun konosedónan [[Elis Juliana]] mes no a realisá ainda kuantu di nos konosementu aktual di etnomusikologia i di práktika di muzik ta prosedente di su trabou.,Segun konosedónan Elis_Juliana mes no a realisá ainda kuantu di nos konosementu aktual di etnomusikologia i di práktika di muzik ta prosedente di su trabou,25,40
"Su kontribushon grandi den etnomusikologia, ku ta studia [[muzik]] tradishonal i di pueblo, ta e material di oudio-antropologia kolekshoná [[p’e i]] Paul Brenneker den entre otro Zikinzá ku a reskatá [[muzik]] di zumbi.",Su kontribushon grandi den etnomusikologia ku ta studia muzik tradishonal i di pueblo ta e material di oudioantropologia kolekshoná p ’ e i Paul Brenneker den entre otro Zikinzá ku a reskatá muzik di zumbi,35,246
"Entre nan kantika di [[bati]] ku tati, di kòrta sentebibu, di dèmpel, di hunga palu, di chiwewe, di Zè, etc.. for di tambe informantenan ku na 1959 tabatin nobentipiku aña, pues a biba promé ku abolishon di sklabitut.",Entre nan kantika di bati ku tati di kòrta sentebibu di dèmpel di hunga palu di chiwewe di Zè etc for di tambe informantenan ku na tabatin nobentipiku aña pues a biba promé ku abolishon di sklabitut,37,246
"[[Nan]] ta di diferente [[parti]] di [[Boneiru]], Bándariba, Bándabou na [[Kòrsou]].",Nan ta di diferente parti di Boneiru Bándariba Bándabou na Kòrsou,11,135
"[[Elis Juliana]] a siña toka diferente i siña otronan, manera grupo di muzik di zumbi Issoco.",Elis_Juliana a siña toka diferente i siña otronan manera grupo di muzik di zumbi Issoco,15,43
"[[Dokumentá]] Juliana a kombatí prewisionan di élite tokante e supuesto karakter ordinario di tambú, méskos ku e interpretashonnan eronio tokante forma di balia i kanta tambú.",Dokumentá Juliana a kombatí prewisionan di élite tokante e supuesto karakter ordinario di tambú méskos ku e interpretashonnan eronio tokante forma di balia i kanta tambú,26,40
"El a deskribí orígen i represhon di e sektor religioso i sekular dje herensia afrikano akí i boga pa [[mas]] orientashon, sigur serka hubentut.",El a deskribí orígen i represhon di e sektor religioso i sekular dje herensia afrikano akí i boga pa mas orientashon sigur serka hubentut,24,247
"[[Fo’i]] añanan 50 te awe el a sigui Petronilia (Petoi) Coco †, Nicolas (Shon [[Colá]]) Susanna †, Bèno Martis, Bidal, Bea Kara Kreit †, ohochinan Margarita i Maria Dam†, Basilèl, Zoyoyo, Nemensio Winklaar di [[Boneiru]] † i otronan di tambú djaserka, graba i studia nan.",Fo ’ i añanan te awe el a sigui Petronilia Coco † Nicolas Susanna † Bèno Martis Bidal Bea Kara Kreit † ohochinan Margarita i Maria Dam† Basilèl Zoyoyo Nemensio Winklaar di Boneiru † i otronan di tambú djaserka graba i studia nan,43,43
"Su publikashonnan riba tambú ta basá entre otro riba su estudio profundo di Shon [[Colá]], konsiderá p’e e artista mayó riba e tereno akí, ku kende semper a eksistí un relashon di apresio i rèspèt mutuo i na okashon di morto di Shon [[Colá]], Juliana ta skirbi: Tributo na Nocolas Susanna SHON COL횁 a pone su man grandi abrupto riba nos tambú.",Su publikashonnan riba tambú ta basá entre otro riba su estudio profundo di Shon Colá konsiderá p ’ e e artista mayó riba e tereno akí ku kende semper a eksistí un relashon di apresio i rèspèt mutuo i na okashon di morto di Shon Colá Juliana ta skirbi Tributo na Nocolas Susanna SHON COL횁 a pone su man grandi abrupto riba nos tambú,64,200
"Para un ratu, muchanan, [[Pensa]] unda boso ke yega mientras mi ta sosegá!",Para un ratu muchanan Pensa unda boso ke yega mientras mi ta sosegá,13,452
"Elis Juliana: Amigoe 22/4/2003 E material oudio di Juliana, entre kua un kolekshon grandi di disko 78 i 45 ku ta ilustrá historia i desaroyo musikal na [[Kòrsou]] for di dékada 40, tambe meresé un publikashon separá.",Elis Juliana Amigoe E material oudio di Juliana entre kua un kolekshon grandi di disko i ku ta ilustrá historia i desaroyo musikal na Kòrsou for di dékada tambe meresé un publikashon separá,33,412
[[A]] base di tur e puntonan akí por stablesé ku Juliana ta konservadó di muzik tradishonal i fundadó di estudio sistemátiko di muzik folklóriko.,A base di tur e puntonan akí por stablesé ku Juliana ta konservadó di muzik tradishonal i fundadó di estudio sistemátiko di muzik folklóriko,24,42
Mérito mas grandi di Juliana pa arkeologia ta ku for di añanan 50 el a kuminsá identifiká lugánan di balor arkeológiko na [[Kòrsou]].,Mérito mas grandi di Juliana pa arkeologia ta ku for di añanan el a kuminsá identifiká lugánan di balor arkeológiko na Kòrsou,22,44
Na 1968 e ta hasi un estudio di arkeologia tékniko na Instituto di Prehistoria di Universidat di [[Leiden]].,Na e ta hasi un estudio di arkeologia tékniko na Instituto di Prehistoria di Universidat di Leiden,17,90
Aki na [[Santa Bárbara]] (1971) tambe e ta partisipá den un ekspedishon profeshonal.,Aki na Santa_Bárbara tambe e ta partisipá den un ekspedishon profeshonal,11,124
Despues Juliana ta bai [[Venezuela]] pa sigui profeshonalisá riba tereno di ekskavashon.,Despues Juliana ta bai Venezuela pa sigui profeshonalisá riba tereno di ekskavashon,12,452
[[Tera]] tambe [[Juliana]] ta trata ku rèspèt.,Tera tambe Juliana ta trata ku rèspèt,7,242
"[[Juliana]] a traha diferente mapa ku ta identifiká lugánan pa haña opheto, vários pintura di suela ku karakterisashonnan di koló.",Juliana a traha diferente mapa ku ta identifiká lugánan pa haña opheto vários pintura di suela ku karakterisashonnan di koló,20,455
Huntu ku Paul Brenneker e ta roza mondi di [[Kòrsou]] i [[Boneiru]] riba indikashon di bieunan na altura di “lugánan pa koba”.,Huntu ku Paul Brenneker e ta roza mondi di Kòrsou i Boneiru riba indikashon di bieunan na altura di “ lugánan pa koba ”,24,327
"Resultado: diferente opheto pre-históriko eksponé aki i den Instituto di Folklor Boneriano, fundá pa e i Brenneker na 1975 den Fòrti Oranje na [[Kralendijk]].",Resultado diferente opheto prehistóriko eksponé aki i den Instituto di Folklor Boneriano fundá pa e i Brenneker na den Fòrti Oranje na Kralendijk,23,193
[[Juliana]] ta integrá su diferente terenonan.,Juliana ta integrá su diferente terenonan,6,131
"Tambe na [[Aruba]], [[San Martin]] i Stasha pionero i outo-didakta Juliana a hasi trabou etno-arkeológiko i habri kaminda den un tempu ku no tabata rekonosé importansha di trabou arkeológiko.",Tambe na Aruba San Martin i Stasha pionero i outodidakta Juliana a hasi trabou etnoarkeológiko i habri kaminda den un tempu ku no tabata rekonosé importansha di trabou arkeológiko,29,44
"Tur sentido ta aktivo, tin mímika, kanto, [[paso]], zonidu.",Tur sentido ta aktivo tin mímika kanto paso zonidu,9,453
[[Su]] monólogo ta para rosea pa [[via]] dje forsa realístiko.,Su monólogo ta para rosea pa via dje forsa realístiko,10,452
