text,text_preprocessed,LEN,label
Kiltir itinérant-a té ka prédonminen (ranmasaj d'ouroukoum pa endjen Yawanawa an [[Lanmanzonni]]).,Kiltir itinéranta té ka prédonminen,5,36
"[[À]] koté dé prodjwi tradisyonnèl di lèstragsyon-an ki dèstinen o [[Létazini]] é à [[Léròp]] (bwa, nwè di [[Brésil]], sòrb, gwarannan, ké lakèl nou ka fabriké dé bwéson, fib di jout é di malva, etc.)",À koté dé prodjwi tradisyonnèl di lèstragsyonan ki dèstinen o Létazini é à Léròp,14,298
"[[À]] partir dé lannen 1970, péy anmanzonnyen-yan, ké notanman [[Brézil]]-a, té ankourajé lokipasyon-an ké lanménajman-an di téritwè forèstché afen di entégré'l à lékonnonmi nasyonnal-a.",À partir dé lannen péy anmanzonnyenyan ké notanman Brézila té ankourajé lokipasyonan ké lanménajmanan di téritwè forèstché afen di entégrél à lékonnonmi nasyonnala,23,42
"Dé [[projé]] grandjoz di kolonnizasyon té lansé, ki té abouti, ké lakò-a di gouvèlman brézilyen, à fòrmasyon-an di gran donmenn privés.",Dé projé grandjoz di kolonnizasyon té lansé ki té abouti ké lakòa di gouvèlman brézilyen à fòrmasyonan di gran donmenn privés,21,156
[[Lanmanzonni]] sa réjyon-an di [[Lanmérik di Sid]] ki ka kouvri basen-yan ki mwayen ké enféryò di Lanmanzonn-an ka donminen pa danbwa tropikal-a.,Lanmanzonni sa réjyonan di Lanmérik di Sid ki ka kouvri basenyan ki mwayen ké enféryò di Lanmanzonnan ka donminen pa danbwa tropikala,22,20
Péyzaj-ya sa [[tré]] diféran : dé sanvann o danbwa inondé.,Péyzajya sa tré diféran dé sanvann o danbwa inondé,9,122
[[Lanmanzonni]]-a ka kontni 10 % di tout lèspès-ya o monn.,Lanmanzonnia ka kontni di tout lèspèsya o monn,8,168
"[[A]] dannyé réfij di jagwar, dé arpi é dé lout jéyan.",A dannyé réfij di jagwar dé arpi é dé lout jéyan,11,187
"Danbwa anmanzonnyen-an ka fòrmen ké danbwa-ya di Basen Konngo é di [[Lazi]]-[[Pasifik]] roun sentir vèrt ki ka ansèrklé [[Latè]]-a. Klima-a sa tropikal : Tanpératir mwayen : 27,9°C à sézon sèk-a 25,8° C à sézon imid-a.",Danbwa anmanzonnyenan ka fòrmen ké danbwaya di Basen Konngo é di LaziPasifik roun sentir vèrt ki ka ansèrklé Latèa Klimaa sa tropikal Tanpératir mwayen °C à sézon sèka ° C à sézon imida,33,192
[[Lanmanzonni]]-a ka konstitchwé di sa fè pli enpòrtan rézèrvwè-a di divèrsité byolojik di byosfè-a.,Lanmanzonnia ka konstitchwé di sa fè pli enpòrtan rézèrvwèa di divèrsité byolojik di byosfèa,14,118
"Pwa-a di richès-a di [[Lanmanzonni]]-a annan byodivèrsité mondjal sa varyab ka swiv group zoolojik-ya : 2 % dé aragnid mondjal ka trouvé yé kò an [[Lanmérik]], 3 % dé miryapòd, 28 % dé risinil, 9 % dé schizonmid ké dé èskolopandronmòrf, 7 % dé poropòd.",Pwaa di richèsa di Lanmanzonnia annan byodivèrsité mondjal sa varyab ka swiv group zoolojikya dé aragnid mondjal ka trouvé yé kò an Lanmérik dé miryapòd dé risinil dé schizonmid ké dé èskolopandronmòrf dé poropòd,34,32
Sa chif-ya pouvé fika délika à entèrprété pas lenvantè-ya sa òkò [[tré]] enkonplè.,Sa chifya pouvé fika délika à entèrprété pas lenvantèya sa òkò tré enkonplè,13,39
"An Lanmanzonni, i ka ègzisté dé lèspès [[tré]] èspésyal : [[Lanmanzonni]] légal brézilyen.",An Lanmanzonni i ka ègzisté dé lèspès tré èspésyal Lanmanzonni légal brézilyen,12,280
"Li ka konprann Léta-ya di l'Acre, di [[Lanmanpa]], di l'Amazonas, di [[Pará]], di [[Rondônia]], di [[Roraima]] ké roun [[parti]] dé Léta di [[Mato Grosso]], di [[Tocantins]] é di [[Maranhão]].",Li ka konprann Létaya di lAcre di Lanmanpa di lAmazonas di Pará di Rondônia di Roraima ké roun parti dé Léta di Mato Grosso di Tocantins é di Maranhão,29,78
"A [[Lagwiyann]]-an, ki ka konprann roun sèl départman, é ka fè di Lafrans roun péy sid-anmériken limitròf di [[Brézil]] é di [[Sourinanm]].",A Lagwiyannan ki ka konprann roun sèl départman é ka fè di Lafrans roun péy sidanmériken limitròf di Brézil é di Sourinanm,22,78
Li ka roukouvri oun [[parti]] dé syans di lanatir é di istwè natirèl dé vivan.,Li ka roukouvri oun parti dé syans di lanatir é di istwè natirèl dé vivan,15,71
"Lavi ka prézanté so kò anba dé nonbréz fòrm é à dé léchèl [[trè]] diférant, byoloji-a ka étann so kò di nivo molékilèr, a [[sala]] di sélil, épi di lòrganism, jouk nivo di popilasyon-an ké di ékosistèm-an.",Lavi ka prézanté so kò anba dé nonbréz fòrm é à dé léchèl trè diférant byolojia ka étann so kò di nivo molékilèr a sala di sélil épi di lòrganism jouk nivo di popilasyonan ké di ékosistèman,37,44
"[[New Delhi]] (hindi : [[नई दिल्ली]], ([[Naī Dillī]])) sa kapital-a di Enn.",New_Delhi sa kapitala di Enn,5,144
"Nou ka aplé zabitan-yan di [[New Delhi]], Delhiit-ya.",Nou ka aplé zabitanyan di New_Delhi Delhiitya,7,48
"[[New Delhi]] ka konstitchwé oun minisipalité di prè di 250 000 zabitan osen di Téritwar di [[Delhi]], don li sa égalman kapital-a é ki ka konté an tou 16,3 milyon di zabitan.",New_Delhi ka konstitchwé oun minisipalité di prè di zabitan osen di Téritwar di Delhi don li sa égalman kapitala é ki ka konté an tou milyon di zabitan,28,78
Sa troub ka aparèt jénéralman o koumansman di laj granmoun-an (ant anviron 15 ké 30 [[lan]]).,Sa troub ka aparèt jénéralman o koumansman di laj granmounan,10,59
"Kou ròt psikoz-ya, skizofréni-a ka manifèsté so kò pa roun pédi di kontak ké réyalité ké roun anozognozi, ki lé di ki moun-an ki ka an soufri pa [[gen]] konsyans di so maladi (antouka pannan péryòd-ya ki aiguës).",Kou ròt psikozya skizofrénia ka manifèsté so kò pa roun pédi di kontak ké réyalité ké roun anozognozi ki lé di ki mounan ki ka an soufri pa gen konsyans di so maladi,33,108
15 avril : [[Juan de las Cabezas Altamirano]] sa éli lévèk di [[Santiago]] di [[Kiba]].,avril Juan_de_las_Cabezas_Altamirano sa éli lévèk di Santiago di Kiba,9,48
"Esto ni, an form long Répiblik di Estonni, an estonyen Eesti é Eesti Vabariik, sa roun péyi di [[Léròp]] di Nò é roun Léta manm di [[Linyon éropéyen]], sitchwé asou riv oryantal di lanmè Baltik é méridjonnal di gòlf di [[Fenlann]].",Esto ni an form long Répiblik di Estonni an estonyen Eesti é Eesti Vabariik sa roun péyi di Léròp di Nò é roun Léta manm di Linyon éropéyen sitchwé asou riv oryantal di lanmè Baltik é méridjonnal di gòlf di Fenlann,41,269
"[[Koté]] chordé-ya, kou moun-yan pa lègzanp, li sa dénonmen anséfal ; tèrm sèrvo-a pouvé alò dézigné inikman oun [[parti]] di anséfal-a, prosanséfal.",Koté chordéya kou mounyan pa lègzanp li sa dénonmen anséfal tèrm sèrvoa pouvé alò dézigné inikman oun parti di anséfala prosanséfal,21,324
"Sèrvo-a dé chordé sa sitchwé annan [[tèt]]-a, protéjé pa krann-an koté krannyé-ya, ké so volim ka varyé grannman di roun lèspès à ròt-a.",Sèrvoa dé chordé sa sitchwé annan tèta protéjé pa krannan koté krannyéya ké so volim ka varyé grannman di roun lèspès à ròta,23,324
Rémir-Monjoli sa roun koumin fransé ki sitchwé annan départman-an di [[Lagwiyann]].,RémirMonjoli sa roun koumin fransé ki sitchwé annan départmanan di Lagwiyann,11,55
Isou di fizyon-an pa dékrè di Rémir é di Monjoli ka konstitchwé atchwèlman oun banlyé rézidansyèl di [[Kayenn]].,Isou di fizyonan pa dékrè di Rémir é di Monjoli ka konstitchwé atchwèlman oun banlyé rézidansyèl di Kayenn,18,141
[[So]] zabitan-yan sa aplé Rémir-Monjolyen-yan.,So zabitanyan sa aplé RémirMonjolyenyan,5,37
Senk zilé-ya o larj (zilé-ya di Rémir) ka dépann administrativman di [[Kayenn]].,Senk ziléya o larj ka dépann administrativman di Kayenn,9,172
Nò-lès-a di koumin-an sa roun zonn kotché ki bòdé pa loséyan [[Atlantik]]-a.,Nòlèsa di kouminan sa roun zonn kotché ki bòdé pa loséyan Atlantika,12,8
"[[Rémir-Monjoli]] sa délimité, o sid, pa flòv Mayouri-a.",RémirMonjoli sa délimité o sid pa flòv Mayouria,8,100
"Koumin limitròf-ya ké [[Rémir-Monjoli]] sa [[Matouri]] à lwès, Roura o sid (vya flòv Mayouri-a) ké [[Kayenn]] o nò-lwès.",Koumin limitròfya ké RémirMonjoli sa Matouri à lwès Roura o sid ké Kayenn o nòlwès,15,83
"[[Rémir-Monjoli]], [[Matouri]] ké [[Kayenn]] ka fè pati jéyografikman di Zilé di [[Kayenn]].",RémirMonjoli Matouri ké Kayenn ka fè pati jéyografikman di Zilé di Kayenn,12,58
"Toutfwè, di fè di so sitchwasyon an bòdir di loséyan [[Atlantik]]-a, lakot-a sa [[tré]] vantilé.",Toutfwè di fè di so sitchwasyon an bòdir di loséyan Atlantika lakota sa tré vantilé,15,187
"[[O]] lapòrt di [[Kayenn]] é konfronté à so pròp dévlopman démografik ensi ki à sa-a dé koumin périférik, [[Rémir-Monjoli]] ka sibi dé zankonbman près kotidjen ki sa ésansyèlman lyannen o déplasman donmisil-travay é sa ègzasèrbé pa roun rélativ ensifizans di vwè èstrigtiran.",O lapòrt di Kayenn é konfronté à so pròp dévlopman démografik ensi ki à saa dé koumin périférik RémirMonjoli ka sibi dé zankonbman près kotidjen ki sa ésansyèlman lyannen o déplasman donmisiltravay é sa ègzasèrbé pa roun rélativ ensifizans di vwè èstrigtiran,42,270
"Dégra di koumèrs di Dégra dé Kann, ki nonmen dipi 1e janvyé 2013 « Gran Dégra Maritim di [[Lagwiyann]] » sa enplanté asou koumin-an.",Dégra di koumèrs di Dégra dé Kann ki nonmen dipi e janvyé « Gran Dégra Maritim di Lagwiyann » sa enplanté asou kouminan,23,87
"Lavil-a ké fika fondé an ògtòb 1652 pa mouché Vertaumon, jénéral-adjwen di Konpangni di [[Pari]] ké tchèk kolon annan lans di Rémir.",Lavila ké fika fondé an ògtòb pa mouché Vertaumon jénéraladjwen di Konpangni di Pari ké tchèk kolon annan lans di Rémir,21,188
"An désanm 1653, [[Olandé]]-ya ka pran posésyon di [[Lagwiyann]].",An désanm Olandéya ka pran posésyon di Lagwiyann,8,236
"12 sèptanm 1659, [[David Cohen Nassi]] ka konkli roun akò ké Konpangni néyèrlandé dé [[Lenn]] ògsidantal pou kréyasyon-an di roun vilaj jwif, atè [[Rémir-Monjoli]], ki aplé osi Irmir, asou lakot lwès di zilé-a, koté ka égalman enstalé yé kò dé Gorneyim.",sèptanm David_Cohen_Nassi ka konkli roun akò ké Konpangni néyèrlandé dé Lenn ògsidantal pou kréyasyonan di roun vilaj jwif atè RémirMonjoli ki aplé osi Irmir asou lakot lwès di ziléa koté ka égalman enstalé yé kò dé Gorneyim,37,270
"An 1664, lò Fransé-ya rivé atè [[Kayenn]], Néyèrlandé-ya ka randé yé kò san briga mé ka òbténi garanti-a di lib ègzèrsis di yé rélijyon pou jwif-ya.",An lò Franséya rivé atè Kayenn Néyèrlandéya ka randé yé kò san briga mé ka òbténi garantia di lib ègzèrsis di yé rélijyon pou jwifya,25,32
"Néyanmwen, dé tchè-ya dé jwif di [[Rémir-Monjoli]], swé anviron 300 moun, ka pati établi yé kò atè Sirinanm.",Néyanmwen dé tchèya dé jwif di RémirMonjoli swé anviron moun ka pati établi yé kò atè Sirinanm,17,219
"[[Jézwit]]-ya ka enstalé yé kò lanmenm dipi 1651 é ka dévlopé jouk an 1765, dat di yé lèspilsyon di [[Lagwiyann]], oun rich plantasyon agrikòl, di pli di 1 000 zègta, koté yé ka anplwayé jouk 400 katib enpòrté di [[Lafrik]] : bitasyon Loyola, don kaz-a di mèt, ki sitchwé asou flan-an di montangn-an di Rémir, ka sèrvi égalman di sant di séjou pou jézwit-ya ka épwizé pa yé misyon an latè étranjé.",Jézwitya ka enstalé yé kò lanmenm dipi é ka dévlopé jouk an dat di yé lèspilsyon di Lagwiyann oun rich plantasyon agrikòl di pli di zègta koté yé ka anplwayé jouk katib enpòrté di Lafrik bitasyon Loyola don kaza di mèt ki sitchwé asou flanan di montangnan di Rémir ka sèrvi égalman di sant di séjou pou jézwitya ka épwizé pa yé misyon an latè étranjé,66,105
"An 1867, travay-ya di ladigsyon dilo potab di lavil-a di [[Kayenn]], tout pròch, ké fika à pati di [[lak]] di Rorota ki niché osen di montangn di Mayouri ki ka sirplonbé bour-a di Rémir.",An travayya di ladigsyon dilo potab di lavila di Kayenn tout pròch ké fika à pati di lak di Rorota ki niché osen di montangn di Mayouri ki ka sirplonbé boura di Rémir,33,212
"Pannan é apré [[Ségon]] Lagèr mondjal-a, lagtivité-ya ké divini maréchè é endistriyèl ké distiri-a di Rorota.",Pannan é apré Ségon Lagèr mondjala lagtivitéya ké divini maréchè é endistriyèl ké distiria di Rorota,16,118
"[[Apré]] départmantalizasyon-an an 1946, koumin-an ka divini roun zonn rézidansyèl, lagtivité riral-ya fika piti piti abandonnen épi distiri-ya ka fronmen.",Apré départmantalizasyonan an kouminan ka divini roun zonn rézidansyèl lagtivité riralya fika piti piti abandonnen épi distiriya ka fronmen,19,260
"Kréyasyon-yan di Dégra di koumèrs di Dégra-Dé-[[Kann]] an 1969, di santral élègtrik-a an 1983 é di zonn endistriyèl té bay roun nouvèl lélan ékonnonmik pou koumin-an.",Kréyasyonyan di Dégra di koumèrs di DégraDéKann an di santral élègtrika an é di zonn endistriyèl té bay roun nouvèl lélan ékonnonmik pou kouminan,24,213
"À pati di 2006, popilasyon légal-ya dé koumin sa pibliyé anniyèlman pa [[Insee]].",À pati di popilasyon légalya dé koumin sa pibliyé anniyèlman pa Insee,12,22
"Pou koumin-yan di pli di 10 000 zabitan rousansman-yan té [[gen]] lyé chak lannen à laswit-a di roun ankèt pa sondaj opré di roun échantiyon d'adrès ki ka rouprézanté 8 % di yé lojman, kontrèrman à ròt koumin-yan ki ganyen roun rousansman réyèl tout senk lannen-yan.",Pou kouminyan di pli di zabitan rousansmanyan té gen lyé chak lannen à laswita di roun ankèt pa sondaj opré di roun échantiyon dadrès ki ka rouprézanté di yé lojman kontrèrman à ròt kouminyan ki ganyen roun rousansman réyèl tout senk lannenyan,42,108
"An 2015, koumin-yan té ka konté 23 976 zabitan, an logmantasyon di 24,36 % pa rapò à 2010 ([[Lafrans]] rò [[Mayòt]] : +2,44 %).",An kouminyan té ka konté zabitan an logmantasyon di pa rapò à,12,38
"Koumin-an ka posédé rounlo vèstij ki ka témwagné di so pasé [[tré]] rich : Ròch Gravé-ya, ki sitchwé bò'd krik Pavé-a ki òbò di larout dé Laplaj, ka anmòrfrézé aptitid-ya dé Anmérendjen pou gravir-a asou pyèr.",Kouminan ka posédé rounlo vèstij ki ka témwagné di so pasé tré rich Ròch Gravéya ki sitchwé bòd krik Pavéa ki òbò di larout dé Laplaj ka anmòrfrézé aptitidya dé Anmérendjen pou gravira asou pyèr,35,99
"Li té fika répèrtoryé an 1903 pa [[François]] Geay, vwayajò natiralis.",Li té fika répèrtoryé an pa François Geay vwayajò natiralis,10,39
"[[Fò]] Djanman, klasé monnouman istorik an totalité, Konstrwi an 1849, sa vèstij di péryòd kòlonnyal-a, té ka sèrvi di kantonnman à roun détachman di fiziyé-vòltijò pannan lagèr di 1939-1945.",Fò Djanman klasé monnouman istorik an totalité Konstrwi an sa vèstij di péryòd kòlonnyala té ka sèrvi di kantonnman à roun détachman di fiziyévòltijò pannan lagèr di,27,78
[[A]] té pli gran bitasyon di Ansyen Réjim di [[Lagwiyann]].,A té pli gran bitasyon di Ansyen Réjim di Lagwiyann,10,184
[[So]] sipèrfisi té ka fè pli di mil zègta ké pli di senk san katib ki té ka travay laba.,So sipèrfisi té ka fè pli di mil zègta ké pli di senk san katib ki té ka travay laba,20,261
"Moulen à [[van]] di Rémir-Monjoli, Pèrché an pik di kolin-an ki pròch di lotèl di lavil di Rémir, mé antchèrman kaché pa véjétasyon-an, ka drésé so kò roun tour an pyèr di roun moulen à [[van]] di 1733.",Moulen à van di RémirMonjoli Pèrché an pik di kolinan ki pròch di lotèl di lavil di Rémir mé antchèrman kaché pa véjétasyonan ka drésé so kò roun tour an pyèr di roun moulen à van di,37,44
[[A]] roun moulen à kann di soukri dé jézwit di Loyola.,A roun moulen à kann di soukri dé jézwit di Loyola,11,309
Lagtivité agrikòl-a té ka arété piti piti pou lésé [[plas]] à roun lòrfélina an 1855 ki louvri pa lipè Guyodo.,Lagtivité agrikòla té ka arété piti piti pou lésé plas à roun lòrfélina an ki louvri pa lipè Guyodo,19,151
"[[Dipi]] travay-ya d'Albert [[Einstein]], li sa souvan kalifyé di mékanik klasik.",Dipi travayya dAlbert Einstein li sa souvan kalifyé di mékanik klasik,11,158
"Di nonbré matématisyen té apòrté roun kontribisyon souvan désiziv, parmi yé dé gran non tèl ki [[Euler]], Cauchy, [[Lagrange]]... Jouk finisman-an di xviiie syèk, mékanik-a té domenn aplikatif natirèl dé matématik, domenn annan lakèl nou té pouvé tanté di fè antré fè èspérimantal-ya annan kad rigouré-ya dé matématik.",Di nonbré matématisyen té apòrté roun kontribisyon souvan désiziv parmi yé dé gran non tèl ki Euler Cauchy Lagrange Jouk finismanan di xviiie syèk mékanika té domenn aplikatif natirèl dé matématik domenn annan lakèl nou té pouvé tanté di fè antré fè èspérimantalya annan kad rigouréya dé matématik,48,270
Harry [[Lilis]] Crosby Chantè Ameriken sa a te fèt an 1903 nan Tacoma e li te mouri 14 [[pous]] Oktòb 1977 nan Alcobendas se yon gwo icon kiltirèl mondyal nan 20yèm syèk la.,Harry Lilis Crosby Chantè Ameriken sa a te fèt an nan Tacoma e li te mouri pous Oktòb nan Alcobendas se yon gwo icon kiltirèl mondyal nan yèm syèk la,30,284
"Istwè di [[End]] sa partikilyètman rich é sa [[divizé]] an trwa grann lè : Dipi 1947, listwè di [[End]] sa dominé pa dé konfli répété ké [[Pakistan]] (trwa-ya lagèr endo-pakistanèz di 1947-1949, 1965 é 1971), pa dominasyon entéryòr-a di Parti di Congrès (ansyen [[parti]] di [[Nehru]] é [[Gandhi]]), é pa dé tansyon rélijyéz rékirant ant hindou ké musulman (émét di 1992 é di 2002).",Istwè di End sa partikilyètman rich é sa divizé an trwa grann lè Dipi listwè di End sa dominé pa dé konfli répété ké Pakistan pa dominasyon entéryòra di Parti di Congrès é pa dé tansyon rélijyéz rékirant ant hindou ké musulman,42,270
"Oun kouryé élèktronik, e-mail, mail oben kouryé sa roun roun mésaj ékri ki voyé élèktrikman [[via]] oun rézo enfòrmatik.",Oun kouryé élèktronik email mail oben kouryé sa roun roun mésaj ékri ki voyé élèktrikman via oun rézo enfòrmatik,19,313
"Pou émèt oben rousouvè dé mésaj pa kouryé élèktronik, a pou dispozé di roun adrès élèktronik é di roun kliyan di mésajri (oben di roun mésajri web ki ka pèrmèt laksè-a o mésaj [[via]] roun navigatò web).",Pou émèt oben rousouvè dé mésaj pa kouryé élèktronik a pou dispozé di roun adrès élèktronik é di roun kliyan di mésajri,22,313
"Tèrm-an « lapolis » (pafwè polis) ka dézigné di mannyè jénéral aktivité-[[a à]] asiré sékirité-a dé moun, dé byen épi mentni lòrd piblik-a an fézan apliké lalwa-a.",Tèrman « lapolis » ka dézigné di mannyè jénéral aktivitéa_à asiré sékiritéa dé moun dé byen épi mentni lòrd piblika an fézan apliké lalwaa,24,32
"[[A]] pou tandé pa tèrm-an « lalwa », larèl-ya ké nòrm fòrmèl di roun kod ki établi annan roun peyi.",A pou tandé pa tèrman « lalwa » larèlya ké nòrm fòrmèl di roun kod ki établi annan roun peyi,20,87
"Mo gwiyanè-a lapolis ka provini di laten politia, romanizasyon di mo grèk πολιτεία(politeia), ki ka signifyé « réjim politik, sitwayennté, administrasyon, [[parti]] sivil » é di mo πόλις (polis), ki ka signifyé « sité ».",Mo gwiyanèa lapolis ka provini di laten politia romanizasyon di mo grèk πολιτεία ki ka signifyé « réjim politik sitwayennté administrasyon parti sivil » é di mo πόλις ki ka signifyé « sité »,34,99
"Èstétik-a ka korèsponn ensi o domenn dézigné jouk o xviiie syèk pa « syans di bèl » oben « kritik di [[gou]] », é ka divini dipi xixe syèk filozofi di lar-a.",Èstétika ka korèsponn ensi o domenn dézigné jouk o xviiie syèk pa « syans di bèl » oben « kritik di gou » é ka divini dipi xixe syèk filozofi di lara,32,118
"Liechtenstein, an form long prensipoté di Liechtenstein (an alman : [form long] Fürstentum Liechtenstein), sa roun péyi alpen di [[Léròp]] santral (ou di Lwès soulon sertenn définisyon), pa gen aksè à lanmè.",Liechtenstein an form long prensipoté di Liechtenstein sa roun péyi alpen di Léròp santral pa gen aksè à lanmè,19,88
"[[A]] roun mo di menm fanmi-a ki vèrb-a μυέω (muéô) ki ka signifyé « inisyé, anségné », é ki non-an μυστήριον (mustérion) ki bay « mistèr ».",A roun mo di menm fanmia ki vèrba μυέω ki ka signifyé « inisyé anségné » é ki nonan μυστήριον ki bay « mistèr »,25,48
"[[I]] pa ka aparèt an jénéral annan bilan-an di réyaksyon, kidonk pa annan so ékwasyon [[global]].",I pa ka aparèt an jénéral annan bilanan di réyaksyon kidonk pa annan so ékwasyon global,16,40
[[Karbonn]]-an sa éléman-an ki pli léjé du group 14 di tablo péryodik.,Karbonnan sa élémanan ki pli léjé du group di tablo péryodik,11,40
Karbonn-an sa 4e éléman-an ki pli abondant annan linivèr-a é [[15e]] ki pli abondant annan krout térès-a.,Karbonnan sa e élémanan ki pli abondant annan linivèra é e ki pli abondant annan krout térèsa,17,40
Izaj-a di sala pouvé [[gen]] pou konsékans dé pèrtibasyon fizik oben mantal.,Izaja di sala pouvé gen pou konsékans dé pèrtibasyon fizik oben mantal,12,319
"), sa kapital di [[Japon]].",sa kapital di Japon,4,41
"[[Ensi]] kowabitasyon lengwistik-a di kolon-yan ké yé katib atè [[Lézanti]], [[Lagwiyann]], Lalwizyann épi annan loséyan Endjen-an té bay nésans kriyòl ké lègsik fransé : gwiyannen, lwizyannen é maskaren (bourbonnen).",Ensi kowabitasyon lengwistika di kolonyan ké yé katib atè Lézanti Lagwiyann Lalwizyann épi annan loséyan Endjenan té bay nésans kriyòl ké lègsik fransé gwiyannen lwizyannen é maskaren,27,42
Lanng kriyòl-a oben dézignasyon-an di kriyòl pa fika èskliziv atè [[Lézanti]] fransé.,Lanng kriyòla oben dézignasyonan di kriyòl pa fika èskliziv atè Lézanti fransé,12,194
"I ka diféré di roun zilé jouk rounòt san larèl ki prési, [[trè]] vivan soulon péryòd-ya, li sa orijinèr di roun anmòrfrézaj di fransé, di annglé, di èspangnòl, di lanng afriken oben di lanng-an di nativ anmériken karayb, menm di ròt lanng di lépòk kolonnyal-a (minoritèr épi konfinen ké èstati di lanng « klandèstin » annan sistenm katibajis ké kolonnyal-a).",I ka diféré di roun zilé jouk rounòt san larèl ki prési trè vivan soulon péryòdya li sa orijinèr di roun anmòrfrézaj di fransé di annglé di èspangnòl di lanng afriken oben di lanngan di nativ anmériken karayb menm di ròt lanng di lépòk kolonnyala,45,105
"Palò-ya ki anprenté ké lanng di baz, an léfè, té sibi roun ansanm di modifikasyon (fonnétik, sémantik, [[etc]].)",Palòya ki anprenté ké lanng di baz an léfè té sibi roun ansanm di modifikasyon,15,11
ki yé ka [[bay]] roun lidantité pròp mé ka lésé yé pafwè roukonnésab pa lokitò-ya di lanng manman-an.,ki yé ka bay roun lidantité pròp mé ka lésé yé pafwè roukonnésab pa lokitòya di lanng manmanan,18,208
"Atè [[Lézanti]] fransé, sa mwéyen lengwistik di kouminikasyon ki konstitchwé sokò ké palò di divèrs lorijin men ka posédé roun sentags, roun granmèr ké roun konjigézon asou modèl di lanng di [[Lafrik]] di Lwès-a.",Atè Lézanti fransé sa mwéyen lengwistik di kouminikasyon ki konstitchwé sokò ké palò di divèrs lorijin men ka posédé roun sentags roun granmèr ké roun konjigézon asou modèl di lanng di Lafrik di Lwèsa,34,193
"Atè [[Laréynyon]] oben atè zilé [[Moris]], lanpren-yan di sentags-a, granmèr-a ké konjigézon-an di lanng afriken sa an révanch mwen fò ki atè Lézanti fransé.",Atè Laréynyon oben atè zilé Moris lanprenyan di sentagsa granmèra ké konjigézonan di lanng afriken sa an révanch mwen fò ki atè Lézanti fransé,24,42
"[[Aleksann Gran-an]] (an grèk ansyen : Ἀλέξανδρος ὁ Μέγας / Aléxandros ho Mégasou Μέγας Ἀλέξανδρος / [[Mégas Aléxandros]]) oben Aleksan III di Masédwann ( [[Ἀλέξανδρος Γ' ὁ Μακεδών]] / Aléxandros III ho Makedốn), né 21 jwiyé 356 anv.",Aleksann_Granan oben Aleksan III di Masédwann né jwiyé anv,9,280
"[[J.-K.]] atè [[Pella]] ([[Grès]]), mouri 11 jen 323 anv.",JK atè Pella mouri jen anv,6,43
"[[J.-K.]] atè [[Babylone(atchwèlman]] an [[Irak]]), sa roun rwè di Masédwann é roun dé pèrsonnaj pli sélèb-a di Antikité-a.",JK atè Babylone sa roun rwè di Masédwann é roun dé pèrsonnaj pli sélèba di Antikitéa,16,183
"[[Michael Faraday]] (Newington, 22 sèptanm 1791 - [[Hampton Court]], 25 out 1867) sa roun fizisyen é roun chimis britanik, té konnèt pou so travay fondamantal annan domenn-an di élèktromagnétism-an, élèktrochimi-a, djamagnétism-an, épi élèktroliz-a.",Michael_Faraday sa roun fizisyen é roun chimis britanik té konnèt pou so travay fondamantal annan domennan di élèktromagnétisman élèktrochimia djamagnétisman épi élèktroliza,22,3
"I ka bay so non à di miltip lalwa ké fénomenn annan sa domenn-yan, notaman lalwa-a di [[Faraday(oben]] Lenz-[[Faraday]]) an endiksyon élèktromagnétil, lalwa-ya di [[Faraday]] an élèktrochimi, léfè [[Faraday]], oben òkò à dé dispozitif éspérimantal kou kaj-a di [[Faraday]] ké kavité-a di [[Faraday]].",I ka bay so non à di miltip lalwa ké fénomenn annan sa domennyan notaman lalwaa di Faraday_an_endiksyon_élèktromagnétil_lalwaya_di_Faraday an élèktrochimi léfè Faraday oben òkò à dé dispozitif éspérimantal kou kaja di Faraday ké kavitéa di Faraday,36,3
Samoa anmériken sa roun téritwè ki pa enkòporé é pa organizé di [[Létazini]]-ya ki sitchwé an [[Loséyanni]].,Samoa anmériken sa roun téritwè ki pa enkòporé é pa organizé di Létaziniya ki sitchwé an Loséyanni,17,124
Krwazad-ya di Mwayen Laj sa dé èspédisyon militèr òrganizé pas [[Légliz]] pou délivrans-a di [[Latè]] sent.,Krwazadya di Mwayen Laj sa dé èspédisyon militèr òrganizé pas Légliz pou délivransa di Latè sent,16,165
"Yé té préché pa pap-a, pa roun otorité spiritchwèl di Ògsidan krétchen kou [[Bernard de Clairvaux]], oben pa roun souvren kou [[Frédéric Barberousse]].",Yé té préché pa papa pa roun otorité spiritchwèl di Ògsidan krétchen kou Bernard_de_Clairvaux oben pa roun souvren kou Frédéric Barberousse,21,336
"Yé té lansé pou routrouvé laksè o lyé di pèlrinaj krétchen an [[Latè]] Sent, otoriszé pa Arab Abbasid, mè ki ka entèrdi Tirk-ya [[Seldjoukides]] an 1071 lò yé pran [[Jérusalem]] o Arab.",Yé té lansé pou routrouvé laksè o lyé di pèlrinaj krétchen an Latè Sent otoriszé pa Arab Abbasid mè ki ka entèrdi Tirkya Seldjoukides an lò yé pran Jérusalem o Arab,31,219
