ENT1	ENT2	Properties
Q1065	Q458	['P530']
Q1491	Q750	['P17', 'P1376']
Q38	Q30	['P530']
Q833	Q148	['P530']
Q408	Q155	['P530']
Q1028	Q948	['P530']
Q30	Q1065	['P463']
Q1006	Q97	['P206', 'P1589']
Q456	Q187834	['P206']
Q77	Q18	['P30', 'P361']
Q45	Q155	['P530']
Q176	Q49	['P30']
Q132	Q105	['P156']
Q736	Q18	['P30', 'P361']
Q186430	Q30971	['P131']
Q912	Q1032	['P47']
Q23103	Q201970	['P36']
Q983	Q15	['P30']
Q843	Q1033	['P530']
Q46	Q5401	['P361']
Q23635	Q30	['P530']
Q1042	Q1027	['P47']
Q155	Q3769	['P47']
Q1025	Q97	['P206']
Q30	Q804	['P530']
Q419	Q736	['P47']
Q1029	Q45	['P530']
Q295509	Q220	['P20']
Q49762	Q567	['P488']
Q1027	Q15	['P30']
Q858	Q796	['P47', 'P530']
Q275491	Q1028	['P17']
Q17070	Q15	['P30']
Q836	Q30	['P530']
Q34617	Q16	['P47', 'P501']
Q717	Q241	['P530']
Q846239	Q142	['P17']
Q419	Q18	['P30', 'P361']
Q2	Q525	['P397']
Q644324	Q39	['P17', 'P127']
Q800	Q98	['P206']
Q858	Q219	['P530']
Q252	Q17	['P530']
Q3769	Q97	['P206']
Q458	Q730	['P47']
Q69103	Q1028	['P27']
Q18	Q3769	['P527']
Q928	Q17	['P47', 'P530']
Q924	Q1036	['P47']
Q96	Q298	['P530']
Q414	Q1780252	['P1589']
Q6583	Q15	['P30']
Q664609	Q784	['P527']
Q1533	Q717	['P17', 'P1376']
Q252	Q252	['P17']
Q1014	Q30	['P530']
Q142	Q7809	['P463']
Q38872	Q4120832	['P36']
Q458	Q31	['P112', 'P150', 'P527']
Q66743	Q1445	['P47']
Q863	Q863	['P17']
Q30	Q1166	['P150']
Q762	Q652	['P103', 'P1412', 'P6886']
Q1748	Q35	['P17', 'P1376']
Q155	Q97	['P206', 'P1589']
Q183	Q7809	['P463']
Q177302	Q2070605	['P800']
Q801	Q801	['P17']
Q734	Q155	['P47', 'P530']
Q77	Q96	['P530']
Q414	Q298	['P47', 'P530']
Q1044	Q15	['P30']
Q84	Q21	['P1376']
Q262	Q15	['P30']
Q23066	Q1146222	['P610']
Q35	Q142	['P530']
Q155	Q18	['P30', 'P361']
Q2353077	Q83322	['P138']
Q99	Q98	['P206']
Q1033	Q114	['P530']
Q730	Q155	['P47', 'P530']
Q996422	Q816739	['P47']
Q686	Q98	['P1589']
Q16	Q30	['P47', 'P530']
Q717	Q155	['P47', 'P530']
Q1132256	Q17	['P17']
Q1008	Q15	['P30']
Q1019	Q1239	['P1589']
Q183	Q183	['P17']
Q1028	Q30	['P530']
Q153297	Q84	['P159', 'P291']
Q31	Q38	['P530']
Q80389	Q98	['P206']
Q884	Q668	['P530']
Q3769	Q734	['P1889']
Q33	Q46	['P30']
Q928	Q884	['P530']
Q18426	Q60	['P131']
Q668	Q668	['P17']
Q237	Q458	['P47']
Q171689	Q90	['P131']
Q1029	Q258	['P47', 'P530']
Q128139	Q38	['P17']
Q734	Q1185362	['P150']
Q202393	Q3769	['P131']
Q794	Q794	['P17']
Q1541246	Q155	['P17']
Q884	Q148	['P47', 'P530']
Q668	Q148	['P47', 'P530']
Q159	Q159	['P17']
Q5451	Q513	['P610']
Q242	Q30	['P530']
Q1670	Q584	['P403']
Q79	Q1049	['P47', 'P530']
Q155	Q734	['P47', 'P530']
Q954	Q1029	['P47']
Q399	Q229	['P530']
Q2896921	Q734	['P17']
Q954	Q963	['P47']
Q28	Q408	['P530']
Q90	Q142	['P17', 'P1376']
Q3769	Q44401	['P36']
Q739	Q804	['P47', 'P530']
Q30	Q148	['P530']
Q298	Q155	['P530']
Q538	Q37394	['P527']
Q3769	Q142	['P17', 'P131']
Q30	Q155	['P530']
Q30	Q1183	['P150']
Q865	Q148	['P47', 'P1336']
Q810	Q810	['P17']
Q10717	Q734	['P17', 'P1376']
Q29	Q46	['P30', 'P361']
Q96	Q142	['P530']
Q214	Q214	['P17']
Q5513	Q23397	['P31']
Q1179	Q142	['P17', 'P131']
Q750	Q8605	['P138']
Q151995	Q151869	['P26']
Q132086	Q220	['P19', 'P20', 'P937']
Q214317	Q142	['P27']
Q843	Q114	['P530']
Q1014	Q97	['P206', 'P1589']
Q255	Q7349	['P737', 'P1066']
Q273312	Q938040	['P47']
Q734	Q730	['P47', 'P530']
Q9200	Q302	['P737', 'P3342']
Q148	Q148	['P17']
Q97	Q155	['P205']
Q38	Q183	['P530']
Q273312	Q371808	['P47']
Q1006	Q1044	['P47']
Q252	Q833	['P47', 'P530']
Q414	Q44797	['P150']
Q29	Q739	['P530']
Q948333	Q3769	['P131']
Q96	Q1489	['P36', 'P150']
Q525	Q2	['P398']
Q924	Q114	['P47', 'P530']
Q17	Q98	['P206']
Q1650	Q183	['P17']
Q1036	Q15	['P30']
Q1006	Q912	['P47']
Q858	Q399	['P530']
Q804	Q804	['P17']
Q730	Q730	['P17']
Q168675	Q258	['P27']
Q82339	Q90	['P20']
Q77	Q1335	['P36']
Q408	Q36074	['P150']
Q25	Q145	['P17', 'P131']
Q1524	Q41	['P17', 'P1376']
Q46	Q48	['P47']
Q796	Q794	['P47', 'P530']
Q3769	Q150	['P37', 'P2936']
Q819	Q819	['P17']
Q80398	Q380401	['P22']
Q142	Q90	['P36']
Q985518	Q717	['P17']
Q538	Q35942	['P527']
Q458	Q29	['P150', 'P527']
Q235250	Q105313	['P19', 'P27']
Q1028	Q15	['P30']
Q1028	Q97	['P206']
Q77	Q155	['P47', 'P530']
Q905	Q36097	['P800']
Q273312	Q273312	['P1376']
Q1006	Q15	['P30']
Q252	Q3630	['P36', 'P150']
Q9430	Q165	['P527']
Q794	Q399	['P47', 'P530']
Q736	Q155	['P530']
Q159	Q98	['P206']
Q804	Q27611	['P361']
Q744546	Q142	['P17']
Q148	Q48	['P30']
Q3392	Q79	['P17', 'P205']
Q676203	Q237220	['P61']
Q80823	Q38370	['P26']
Q1541246	Q142	['P17']
Q902	Q843	['P530']
Q79	Q79	['P17']
Q33923	Q220	['P551', 'P937']
Q584	Q183	['P17', 'P205']
Q115	Q115	['P17']
Q736706	Q17	['P27']
Q30	Q7184	['P463']
Q419	Q750	['P47', 'P530']
Q1028	Q29	['P47', 'P530']
Q967322	Q1297	['P138']
Q298	Q419	['P47', 'P530']
Q1185362	Q734	['P17', 'P131']
Q17	Q17	['P17']
Q5465	Q258	['P17', 'P1376']
Q750	Q272593	['P610']
Q496570	Q38120	['P527']
Q1471	Q142	['P17', 'P205']
Q127892	Q414	['P17', 'P131', 'P205']
Q214921	Q578777	['P885']
Q28	Q134350	['P206']
Q18	Q828	['P361']
Q664609	Q786	['P527']
Q84	Q649	['P190']
Q731606	Q996267	['P47']
Q16613982	Q794	['P17', 'P138']
Q1183	Q664609	['P706']
Q30	Q30	['P17']
Q115	Q79	['P530']
Q5401	Q15	['P47']
Q2554759	Q45	['P27']
Q17063	Q142	['P17', 'P131', 'P361']
Q231693	Q83672	['P26']
Q846239	Q996195	['P47']
Q800	Q27611	['P361']
Q996195	Q996422	['P47']
Q96	Q97	['P206']
Q150	Q1028	['P17']
Q816253	Q734	['P17']
Q16	Q1065	['P463']
Q79	Q3392	['P206']
Q1029	Q15	['P30']
Q1028	Q503433	['P610']
Q252	Q668	['P47', 'P530']
Q414	Q414	['P17']
Q352	Q23559	['P3342']
Q458	Q142	['P112', 'P150', 'P527']
Q16	Q49	['P30', 'P361']
Q924	Q953	['P47', 'P530']
Q202439	Q142	['P17']
Q1410	Q29	['P47', 'P807', 'P1336']
Q34589	Q796	['P17']
Q498042	Q30	['P17']
Q3769	Q18	['P30', 'P361']
Q31	Q46	['P30', 'P361']
Q252	Q148	['P530']
Q2	Q48	['P527']
Q28	Q40	['P47', 'P530']
Q739	Q739	['P17']
Q9960	Q30	['P27', 'P945']
Q23111	Q23109	['P47']
Q84	Q406	['P190']
Q155	Q155	['P17']
Q3480281	Q817	['P156']
Q90	Q270273	['P1365']
Q27611	Q242	['P527']
Q7251	Q2011497	['P20']
Q334	Q148	['P530']
Q155	Q38088	['P150']
Q91	Q30	['P27']
Q816739	Q44401	['P47']
Q3766	Q858	['P17', 'P1376']
Q371808	Q948333	['P47']
Q17	Q884	['P47', 'P530']
Q953	Q15	['P30']
Q96	Q16	['P530']
Q1489	Q174	['P190']
