ENT1	ENT2	Properties
Q155	Q96	['P530']
Q1533	Q717	['P17', 'P1376']
Q1006	Q1014	['P47']
Q55	Q7411	['P37', 'P2936']
Q5680	Q41137	['P1376']
Q1642093	Q132679	['P276', 'P361']
Q229	Q41	['P530']
Q843	Q902	['P530']
Q801	Q30	['P530']
Q1998399	Q21203	['P17']
Q717	Q29999	['P47']
Q668	Q843	['P47']
Q796	Q810	['P47', 'P530']
Q30	Q812	['P150']
Q382223	Q391191	['P47']
Q33	Q20	['P47', 'P530']
Q817	Q796	['P47', 'P530']
Q1967884	Q132679	['P131']
Q11758	Q1426400	['P140', 'P800']
Q160236	Q30	['P17']
Q30	Q30	['P17']
Q155	Q155	['P17']
Q2021	Q2019	['P155']
Q39	Q40	['P47', 'P530']
Q750	Q419	['P47', 'P530']
Q184	Q183	['P530']
Q804	Q739	['P47', 'P530']
Q145	Q21	['P150']
Q1013818	Q5369	['P641']
Q142	Q46	['P30']
Q1754	Q5119	['P31']
Q881	Q819	['P47', 'P530']
Q31	Q150	['P37', 'P2936']
Q717	Q739	['P47', 'P530']
Q585956	Q29	['P17']
Q457098	Q90	['P19', 'P551']
Q25396	Q33856	['P37', 'P2936']
Q858	Q43	['P47', 'P530']
Q819	Q668	['P530']
Q145	Q1860	['P37', 'P2936']
Q2484	Q2483	['P155']
Q17054	Q150	['P2936']
Q41843	Q801	['P17']
Q3616	Q5119	['P31']
Q794	Q41	['P530']
Q220	Q5119	['P31']
Q391134	Q390687	['P47']
Q217	Q184	['P530']
Q30	Q1371	['P150']
Q265	Q813	['P47', 'P530']
Q1509	Q30	['P17', 'P131']
Q23430	Q5119	['P31']
Q859	Q913	['P737', 'P1066']
Q236	Q225	['P47']
Q43	Q796	['P47', 'P530']
Q1998399	Q2736	['P641']
Q30	Q21203	['P530']
Q1256	Q38	['P17', 'P131']
Q55	Q727	['P36']
Q29	Q2807	['P36']
Q262	Q1016	['P47', 'P530']
Q183	Q55	['P47', 'P530']
Q25279	Q33856	['P37', 'P2936']
Q5043	Q9174	['P279']
Q902	Q837	['P530']
Q217	Q28	['P530']
Q43	Q843	['P530']
Q212	Q8798	['P37', 'P103', 'P2936']
Q21203	Q131243	['P36']
Q52	Q180	['P127', 'P137', 'P1889']
Q36	Q188	['P2936']
Q391142	Q390824	['P47']
Q159766	Q170072	['P17']
Q30	Q1860	['P37', 'P2936']
Q184	Q212	['P47', 'P530']
Q5142788	Q21203	['P17']
Q668	Q17	['P530']
Q184	Q159	['P47', 'P530']
Q96	Q790	['P530']
Q30	Q717	['P530']
Q53536	Q30	['P17', 'P1001']
Q391134	Q390646	['P47']
Q45	Q29	['P47', 'P530']
Q1754	Q9027	['P37']
Q1036	Q114	['P47', 'P530']
Q30	Q1204	['P150']
Q824	Q99	['P47']
Q4618975	Q187685	['P4967']
Q403	Q41	['P530']
Q159	Q29	['P530']
Q183	Q142	['P47', 'P530']
Q794	Q43	['P47', 'P530']
Q25262	Q881	['P17']
Q18	Q750	['P150', 'P527']
Q37693	Q134741	['P1066']
Q668	Q668	['P17']
Q212	Q36	['P47', 'P530']
Q1458	Q38	['P17', 'P131']
Q16	Q30	['P47', 'P530']
Q142	Q32	['P47', 'P530']
Q132679	Q25279	['P17', 'P131', 'P1376']
Q25279	Q132679	['P36']
Q142	Q39	['P47', 'P530']
Q216171	Q584	['P885']
Q183	Q35	['P47', 'P530']
Q458	Q30	['P530']
Q252	Q854	['P530']
Q232	Q9252	['P37', 'P2936']
Q2467	Q5119	['P31']
Q865	Q79	['P530']
Q30	Q61	['P36']
Q1163715	Q16	['P17']
Q3894	Q5119	['P31']
Q205796	Q4709	['P36']
Q43	Q817	['P530']
Q7411	Q25279	['P17']
Q1246	Q222	['P47', 'P530']
Q739	Q96	['P530']
Q1055	Q183	['P17', 'P131']
Q239	Q5119	['P31']
Q212	Q159	['P47']
Q31	Q183	['P47', 'P530']
Q736	Q419	['P47']
Q38	Q30	['P530']
Q155	Q15499	['P150']
Q214	Q184	['P530']
Q219	Q221	['P47', 'P530']
Q55	Q183	['P47', 'P530']
Q29999	Q55	['P150', 'P1889']
Q23564	Q5119	['P31']
Q30	Q1649	['P150']
Q228	Q142	['P47', 'P530']
Q38	Q33845	['P2936']
Q40	Q39	['P47', 'P530']
Q36198	Q376111	['P47']
Q30	Q1384	['P150']
Q16272	Q390646	['P150']
Q38	Q220	['P36']
Q55	Q752	['P150']
Q739	Q155	['P47', 'P530']
Q717	Q30	['P47', 'P530']
Q25396	Q55	['P17', 'P131']
Q810	Q858	['P47', 'P530']
Q36	Q184	['P47', 'P530']
Q39	Q183	['P47', 'P530']
Q7411	Q21203	['P17']
Q96	Q774	['P47', 'P530']
Q786	Q717	['P47']
Q668	Q79	['P530']
Q2028082	Q21203	['P17']
Q1858	Q5119	['P31']
Q695387	Q476233	['P47']
Q796	Q928	['P530']
Q25396	Q19386	['P361']
Q790	Q786	['P47']
Q174	Q4035	['P47']
Q1310	Q55	['P17']
Q730	Q7411	['P37', 'P2936']
Q1860	Q150	['P737']
Q142	Q41	['P530']
Q2435584	Q4709	['P36']
Q57384	Q78503	['P737', 'P1066']
Q52	Q5292	['P138']
Q1563	Q174	['P190']
Q331584	Q25396	['P131', 'P1376']
Q1649	Q34863	['P36']
Q390865	Q376111	['P47']
Q7318	Q352	['P35']
Q9682	Q145	['P27']
Q432	Q9174	['P31']
Q16	Q1951	['P150']
Q664	Q252	['P530']
Q30	Q99	['P150']
Q414	Q1486	['P36', 'P150']
Q29	Q717	['P530']
Q219	Q38	['P530']
Q183	Q40	['P47', 'P530']
Q9310	Q5119	['P31']
Q25279	Q19386	['P361']
Q1860	Q21203	['P17']
Q750	Q155	['P47', 'P530']
Q220	Q38	['P17', 'P1376']
Q16	Q865	['P530']
Q211	Q212	['P530']
Q1860	Q21	['P138', 'P2341']
Q18	Q5107	['P31']
Q902	Q1354	['P36']
Q211	Q159	['P47', 'P530']
Q19386	Q21203	['P527']
Q41304	Q43287	['P1365']
Q34	Q46	['P30']
Q35	Q9035	['P37', 'P2936']
Q5043	Q9268	['P807']
Q34	Q35	['P47', 'P530']
Q27	Q183	['P530']
Q811	Q27611	['P361']
Q171626	Q19546	['P39']
Q27	Q408	['P530']
Q813	Q232	['P47']
Q863	Q813	['P47', 'P530']
Q1757	Q5119	['P31']
Q70	Q5119	['P31']
Q34692	Q5119	['P31']
Q220	Q652	['P37']
Q3001	Q730	['P17', 'P1376']
Q211	Q34	['P47']
Q1435	Q5119	['P31']
Q221	Q403	['P47', 'P530']
Q4361	Q5119	['P31']
Q19660	Q5119	['P31']
Q813	Q265	['P47', 'P530']
Q159	Q142	['P530']
Q3238	Q5119	['P31']
Q64	Q5119	['P31']
Q2179773	Q25279	['P17']
Q96	Q717	['P530']
Q219	Q472	['P36']
Q34820	Q1533	['P190']
Q30	Q1439	['P150']
Q33856	Q55	['P17']
Q819	Q902	['P530']
Q214	Q183	['P530']
Q1865	Q5119	['P31']
Q15180	Q794	['P47']
Q55	Q31	['P47', 'P530']
Q1085	Q5119	['P31']
Q3037	Q5119	['P31']
Q309282	Q79	['P17']
Q6466720	Q30	['P17']
Q1443	Q38	['P17', 'P131']
Q717	Q191174	['P150']
Q231	Q234	['P47']
Q159	Q15180	['P807']
Q15180	Q15180	['P17']
Q55	Q25396	['P150']
Q29999	Q26273	['P150']
Q865	Q902	['P530']
Q948	Q1016	['P47']
Q38	Q183	['P530']
Q16	Q1904	['P150']
Q183	Q16	['P530']
Q2900	Q5119	['P31']
Q1362	Q5119	['P31']
Q36600	Q55	['P17', 'P1376']
Q155	Q739	['P47', 'P530']
Q804	Q800	['P47']
Q813	Q865	['P530']
Q30	Q1212	['P150']
Q1183	Q41211	['P36', 'P138', 'P150']
Q60140	Q668	['P527']
Q17	Q865	['P47', 'P530']
Q928	Q17	['P47', 'P530']
Q114	Q1045	['P47', 'P530']
Q913	Q859	['P802']
Q805	Q796	['P530']
Q29999	Q7411	['P37', 'P2936']
Q573	Q575	['P527']
Q159	Q6605	['P150']
Q7239	Q420	['P2579']
Q1029	Q15	['P30']
Q1335	Q5119	['P31']
Q241	Q1563	['P36']
Q2599	Q1203	['P1327']
Q38	Q1216	['P150']
Q597	Q5119	['P31']
Q739	Q16	['P530']
Q25396	Q7411	['P37']
Q17012	Q150	['P2936']
Q390824	Q390687	['P47']
Q43631	Q55	['P17']
Q30	Q668	['P530']
Q928	Q38	['P530']
Q49	Q18	['P47']
Q766	Q664609	['P361']
Q865	Q30	['P530']
Q585	Q5119	['P31']
Q391134	Q391007	['P47']
Q310679	Q4384116	['P264']
Q525	Q2	['P398']
Q36	Q212	['P47', 'P530']
Q668	Q902	['P47', 'P530']
Q3780	Q5119	['P31']
Q36	Q159	['P47', 'P530']
Q40	Q183	['P47', 'P530']
Q55	Q38	['P530']
Q717	Q790	['P530']
Q302	Q430776	['P551']
Q36153	Q153056	['P463']
Q17	Q423	['P530']
Q1049	Q657	['P47', 'P530']
Q11194	Q5119	['P31']
Q21203	Q29999	['P17', 'P131', 'P159']
Q801	Q858	['P47', 'P530']
Q889	Q889	['P17']
Q313009	Q30	['P27']
Q813	Q159	['P530']
Q215	Q40	['P47']
Q131243	Q21203	['P17', 'P131', 'P1376']
Q1904	Q172	['P36']
Q3769	Q730	['P47']
Q668	Q252	['P47', 'P530']
Q390824	Q390646	['P47']
Q843	Q668	['P47']
Q221	Q221	['P17']
Q12626505	Q30	['P17']
Q39	Q38	['P47', 'P530']
Q35	Q458	['P361', 'P463', 'P530']
Q414	Q750	['P47', 'P530']
Q167573	Q15180	['P27']
Q25279	Q7809	['P463']
Q30	Q771	['P150']
Q28	Q184	['P530']
Q794	Q3616	['P36']
Q20	Q46	['P30', 'P361']
Q1741	Q5119	['P31']
Q20	Q35	['P530']
Q5582862	Q419	['P17']
Q159	Q33	['P47']
Q30	Q797	['P150']
Q35484	Q5806	['P190']
Q730	Q730	['P17']
Q1107006	Q30	['P27']
Q2807	Q5119	['P31']
Q252	Q3630	['P36', 'P150']
Q2023	Q176	['P47']
Q1009	Q657	['P47']
Q39	Q652	['P37', 'P2936']
Q384	Q5119	['P31']
Q1045	Q805	['P530']
Q34	Q20	['P47', 'P530']
Q1844	Q5119	['P31']
Q183	Q46	['P30']
Q1354	Q902	['P17', 'P1376']
Q36168	Q5119	['P31']
Q408	Q16	['P530']
Q25528	Q55	['P17', 'P131']
Q18	Q717	['P150', 'P527']
Q3757	Q3630	['P150']
Q717	Q786	['P47']
Q30	Q16551	['P150']
Q1370	Q30	['P17', 'P131']
Q800	Q800	['P17']
Q15862	Q1860	['P1412']
Q16	Q176	['P150']
Q1049	Q986	['P47']
Q865	Q265	['P530']
Q298	Q419	['P47', 'P530']
Q902	Q843	['P530']
Q419	Q29	['P530']
Q223	Q189	['P47']
Q28	Q214	['P47', 'P530']
Q9163	Q9159	['P461']
Q458	Q38	['P112', 'P150', 'P527']
Q30	Q55	['P530']
Q29	Q419	['P530']
Q31	Q55	['P47', 'P530']
Q868	Q913	['P737']
Q26180	Q55	['P17', 'P131']
Q159	Q16	['P530']
Q253414	Q160549	['P355']
Q252	Q869	['P47', 'P530']
Q1563	Q5119	['P31']
Q1247	Q811	['P17']
Q1036	Q924	['P47']
Q35	Q25355	['P2936']
Q183	Q188	['P37', 'P2936']
Q403	Q43	['P530']
Q215	Q236	['P530']
Q391326	Q391191	['P47']
Q15499	Q4361	['P36']
Q29540	Q188	['P4913']
Q858	Q13955	['P37']
Q2023	Q29921	['P37']
Q16	Q717	['P530']
Q142	Q29	['P47', 'P530']
Q79	Q810	['P530']
Q36704	Q3711	['P36']
Q851	Q794	['P47', 'P530']
Q204876	Q3066174	['P150']
Q38	Q1256	['P150']
Q717	Q29	['P530']
Q1877	Q881	['P17']
Q29	Q38	['P530']
Q142	Q90	['P36']
Q16	Q2023	['P150']
Q2933	Q5119	['P31']
Q31	Q142	['P47', 'P530']
Q17	Q1490	['P36', 'P150']
Q1216	Q38	['P17', 'P131']
Q211	Q36	['P530']
Q55	Q458	['P361']
Q444595	Q667017	['P26']
Q236	Q224	['P47', 'P530']
Q1049	Q114	['P47', 'P530']
Q55	Q96	['P530']
Q21203	Q7411	['P37', 'P2936']
Q35	Q40	['P530']
Q3551	Q5119	['P31']
Q7318	Q188	['P37', 'P2936']
Q283102	Q168182	['P155']
Q1019	Q1239	['P1589']
Q21	Q46	['P30']
Q794	Q817	['P47']
Q1049	Q13955	['P37']
Q168182	Q573	['P361']
Q1049	Q15	['P30']
Q1243	Q38	['P17', 'P131']
Q38	Q652	['P37', 'P2936']
Q114	Q1049	['P47', 'P530']
Q39	Q142	['P47', 'P530']
Q865	Q423	['P530']
Q668	Q865	['P530']
Q977	Q1045	['P47', 'P530']
Q55	Q26180	['P150']
Q3711	Q5119	['P31']
Q695387	Q478813	['P47']
Q21203	Q30	['P530']
Q736	Q18	['P30', 'P361']
Q3001	Q5119	['P31']
Q1273	Q38	['P17', 'P131']
Q865	Q159	['P530']
Q858	Q822	['P47', 'P530']
Q27	Q27	['P17']
Q902	Q668	['P47', 'P530']
Q657	Q15	['P30']
Q25227	Q25279	['P150', 'P156']
Q117	Q15	['P30']
Q85	Q5119	['P31']
Q717	Q1533	['P36']
Q1449	Q1256	['P361', 'P1376']
Q70821538	Q4022	['P31']
Q214	Q27509	['P361', 'P706']
Q790	Q664609	['P361', 'P706']
Q843	Q889	['P47', 'P530']
Q7318	Q41304	['P1365']
Q16	Q408	['P530']
Q21	Q84	['P36']
Q458	Q55	['P527']
Q3041568	Q334738	['P706']
Q15682	Q29	['P17']
Q865	Q48	['P30']
Q96	Q16	['P530']
Q822	Q13955	['P37']
Q38	Q1273	['P150']
Q16272	Q391142	['P150']
Q1009	Q15	['P30']
Q2099297	Q21203	['P19', 'P20']
Q3739	Q5119	['P31']
Q1273	Q652	['P2936']
Q64	Q183	['P17', 'P131', 'P1376']
Q1028	Q29	['P47', 'P530']
Q801	Q810	['P47', 'P530']
Q48	Q15	['P47']
Q21203	Q21203	['P17']
Q3932	Q5119	['P31']
Q154946	Q29574	['P40']
Q1642093	Q25279	['P17', 'P131']
Q7411	Q55	['P17', 'P2341']
Q79	Q858	['P530']
Q97	Q155	['P205']
Q30	Q1400	['P150']
Q717	Q97	['P206']
Q25227	Q21203	['P150', 'P156']
Q3551	Q13955	['P37']
Q37	Q212	['P530']
Q391142	Q390646	['P47']
Q38	Q1243	['P150']
Q796	Q843	['P530']
Q37	Q159	['P47', 'P530']
Q1967884	Q25279	['P17']
Q43	Q41	['P47', 'P530']
Q739	Q1321	['P37', 'P2936']
Q214	Q36	['P47', 'P530']
Q796	Q13955	['P37']
Q219060	Q801	['P47']
Q3579	Q5119	['P31']
Q1203	Q1299	['P463']
Q21203	Q1283189	['P194']
Q458	Q35	['P150', 'P527', 'P530']
Q155	Q39109	['P150']
Q512148	Q40970	['P463']
Q362	Q46	['P276']
Q419	Q414	['P530']
