ENT1	ENT2	Properties
Q1473411	Q90	['P159']
Q7204	Q15	['P30', 'P361']
Q33866	Q30	['P27', 'P1532']
Q30	Q1183	['P150']
Q1930	Q16	['P17', 'P1376']
Q1822	Q928	['P17']
Q16	Q31	['P530']
Q6309589	Q3638294	['P40']
Q49	Q30	['P17', 'P527']
Q315048	Q90	['P19', 'P20']
Q664	Q30	['P530']
Q218	Q217	['P47', 'P530']
Q782100	Q1345	['P131']
Q15175	Q148	['P17', 'P131']
Q16	Q155	['P530']
Q52	Q185	['P50', 'P112', 'P170', 'P178']
Q4264	Q155	['P112', 'P527']
Q782	Q30	['P17', 'P131', 'P500']
Q5816	Q148	['P27']
Q858	Q148	['P530']
Q977	Q986	['P47', 'P530']
Q6397066	Q794	['P17']
Q668	Q711	['P530']
Q142	Q31	['P47', 'P530']
Q34	Q30	['P530']
Q193283	Q29	['P27']
Q35269	Q1845	['P457']
Q39	Q12755	['P150']
Q11746	Q46862	['P131', 'P361', 'P1376']
Q886224	Q34692	['P20']
Q375875	Q183	['P17']
Q16070339	Q21077	['P749']
Q54209622	Q189022	['P108']
Q5146	Q155	['P17']
Q17	Q17	['P17']
Q82142	Q8810	['P36', 'P138']
Q36281	Q784	['P17', 'P1376']
Q913231	Q790	['P17', 'P131']
Q383434	Q1904	['P131']
Q439980	Q31284	['P102']
Q774	Q183	['P530']
Q49757	Q36180	['P279']
Q244	Q664609	['P361', 'P706']
Q17	Q928	['P47', 'P530']
Q403	Q41	['P530']
Q1049	Q15	['P30']
Q30	Q419	['P530']
Q588787	Q142	['P17']
Q159	Q30	['P47', 'P530']
Q710	Q30	['P47', 'P530']
Q9061	Q34787	['P1327']
Q585956	Q29	['P17']
Q34	Q965	['P530']
Q736	Q419	['P47']
Q33240	Q16070339	['P264']
Q30	Q39	['P530']
Q241	Q241	['P17']
Q3923	Q183	['P17']
Q159	Q962	['P530']
Q99	Q30	['P17', 'P131']
Q21	Q145	['P17', 'P131']
Q241	Q298	['P530']
Q917	Q837	['P530']
Q45	Q145	['P530']
Q1489	Q60	['P190']
Q472	Q219	['P17', 'P1376']
Q208834	Q790	['P27']
Q183	Q36	['P47', 'P530']
Q298	Q414	['P47', 'P530']
Q106956631	Q604581	['P54']
Q36	Q46	['P30']
Q3070	Q800	['P17', 'P1376']
Q208643	Q98	['P206']
Q214317	Q142	['P27']
Q458	Q142	['P112', 'P150', 'P527']
Q1035332	Q739	['P17']
Q604581	Q419	['P17']
Q2868	Q174	['P190']
Q45	Q29	['P47', 'P530']
Q1248240	Q1342	['P20', 'P551']
Q790	Q1065	['P463']
Q1321	Q241649	['P1889']
Q123242	Q183	['P27']
Q1794	Q183	['P17']
Q824	Q30	['P17', 'P131']
Q249884	Q589980	['P1889']
Q11432	Q11435	['P5136']
Q131719	Q1399	['P50']
Q25427928	Q790	['P17', 'P159']
Q262822	Q557272	['P26']
Q3561	Q4918	['P206']
Q1397	Q30	['P17', 'P131']
Q3390779	Q142	['P27']
Q25282	Q881	['P17', 'P131']
Q34820	Q1489	['P190']
Q53079	Q96	['P17', 'P131']
Q971	Q3844	['P36', 'P150']
Q657	Q142	['P530']
Q51156556	Q142	['P27']
Q328658	Q42810	['P159']
Q24384	Q1313	['P527']
Q2926989	Q3573371	['P3342']
Q1770	Q191	['P17', 'P1376']
Q22916328	Q142	['P17']
Q357	Q30	['P17']
Q1027	Q668	['P530']
Q837855	Q48	['P30']
Q1128	Q7186	['P61']
Q171128	Q60	['P937']
Q3116170	Q2659710	['P610']
Q270	Q36	['P17', 'P1376']
Q117	Q15	['P30']
Q464880	Q16557	['P159']
Q449640	Q543169	['P26']
Q790	Q142	['P530']
Q1207	Q30	['P17', 'P131']
Q12860	Q1841	['P140']
Q1166701	Q17760	['P403']
Q19660	Q218	['P17', 'P131', 'P1376']
Q209617	Q790	['P27']
Q13598	Q456	['P47']
Q30	Q779	['P150']
Q75961161	Q75961157	['P26']
Q148	Q851	['P530']
Q176	Q3085147	['P6']
Q29	Q38	['P530']
Q189	Q20	['P530']
Q784	Q786	['P1889']
Q159	Q31	['P530']
Q148	Q145	['P530']
Q962	Q965	['P47']
Q46862	Q71355	['P150']
Q31	Q16	['P530']
Q1372161	Q790	['P17', 'P131']
Q9176	Q884	['P17', 'P2341']
Q106057	Q142	['P27']
Q30	Q145	['P530']
Q221	Q41	['P47', 'P530']
Q5312721	Q334	['P17']
Q223955	Q17054	['P937']
Q794	Q38	['P530']
Q1479	Q142	['P17', 'P1376']
Q95015	Q29	['P17']
Q1778769	Q30	['P17']
Q114	Q924	['P47', 'P530']
Q340	Q16	['P17']
Q212873	Q1698	['P26']
Q84	Q21	['P1376']
Q225	Q11196	['P150', 'P527']
Q28836953	Q790	['P27']
Q96	Q29	['P530']
Q14112	Q142	['P17', 'P361']
Q31	Q38	['P530']
Q2538562	Q790	['P17']
Q1321	Q30	['P17']
Q216835	Q790	['P17']
Q41508	Q1492	['P937']
Q262	Q30	['P530']
Q1204	Q30	['P17', 'P131']
Q295093	Q1844621	['P451']
Q2931	Q124	['P361']
Q33959	Q749029	['P6']
Q1420	Q5638	['P1889', 'P5136']
Q40998	Q8183	['P2578']
Q8908	Q458	['P1889']
Q8781	Q717	['P27']
Q452017	Q739	['P27']
Q1102400	Q142	['P17']
Q13955	Q79	['P17']
Q30	Q30	['P17']
Q148	Q794	['P530']
Q766	Q117	['P530']
Q17070	Q142	['P17', 'P131']
Q38	Q79	['P530']
Q724208	Q276005	['P451']
Q148	Q159	['P47', 'P530']
Q790	Q928694	['P150']
Q1289	Q142	['P17']
Q29	Q183	['P530']
Q30	Q99	['P150']
Q11196	Q225	['P17', 'P131', 'P1336']
Q419	Q419	['P17']
Q1033	Q30	['P530']
Q96	Q115	['P530']
Q11746	Q148	['P17']
Q45	Q155	['P530']
Q6583	Q15	['P30']
Q8027	Q30	['P27']
Q252	Q79	['P530']
Q48	Q46	['P47']
Q52	Q181	['P50', 'P112', 'P170', 'P178']
Q228	Q228	['P17']
Q16	Q16	['P17']
Q609698	Q5492	['P47', 'P206']
Q16655725	Q159	['P17']
Q865	Q865	['P17']
Q145	Q145	['P17']
Q345	Q302	['P40']
Q43595	Q962	['P17', 'P1376']
Q1004838	Q33	['P17']
Q18813	Q1845	['P361']
Q548296	Q1489	['P19']
Q414	Q414	['P17']
Q55164990	Q3084177	['P4791']
Q16	Q38	['P530']
Q283	Q556	['P527']
Q843	Q79	['P530']
Q84	Q1490	['P190']
Q81621	Q17054	['P131', 'P1376']
Q29	Q414	['P530']
Q3524385	Q517	['P101']
Q5043	Q302	['P112', 'P138']
Q145	Q29	['P530']
Q188122	Q34820	['P19']
Q3591196	Q3418669	['P1327']
Q1145574	Q18424	['P131']
Q17760	Q1166701	['P974']
Q913	Q859	['P802']
Q2982900	Q807	['P131']
Q8194083	Q1489	['P19']
Q10686	Q26	['P1376']
Q208345	Q790	['P17']
Q608361	Q790	['P17', 'P131']
Q145	Q30	['P530']
Q979	Q37463	['P61']
Q142	Q142	['P17']
Q1028	Q843	['P530']
Q224	Q1435	['P36', 'P150']
Q38	Q16	['P530']
Q541899	Q30	['P27']
Q30	Q242	['P530']
Q1227	Q30	['P17', 'P131']
Q40846	Q29	['P17']
Q1792	Q36	['P17']
Q3161994	Q461111	['P26']
Q697	Q697	['P17']
Q2876141	Q141963	['P159']
Q8932	Q189	['P527']
Q917	Q148	['P47', 'P530']
Q36	Q183	['P47', 'P530']
Q962	Q945	['P47']
Q107451258	Q790	['P27']
Q236685	Q142	['P17']
Q38	Q38	['P17']
Q36175	Q881	['P17']
Q1370	Q30	['P17', 'P131']
Q28	Q28	['P17']
Q241	Q664609	['P361']
Q520445	Q921159	['P749']
Q17012	Q142	['P17', 'P131']
Q10965	Q20380	['P974']
Q502161	Q142	['P27']
Q1672657	Q1533	['P19']
Q5815499	Q96	['P27']
Q1014	Q1014	['P17']
Q6602	Q1142	['P1376']
Q1741	Q40	['P17', 'P131', 'P1376']
Q96	Q155	['P530']
Q14309	Q17760	['P974']
Q30	Q155	['P530']
Q181	Q1860	['P1412']
Q846	Q846	['P17']
Q82821	Q251777	['P279', 'P361', 'P460']
Q208715	Q948	['P17']
Q188971	Q142	['P27']
Q9191	Q859	['P737']
Q794	Q148	['P530']
Q215	Q33	['P530']
Q60	Q1490	['P190']
Q395	Q8087	['P527']
Q79	Q183	['P530']
Q3334684	Q31	['P27']
Q188941	Q7868	['P276']
Q16	Q414	['P530']
Q319136	Q14377162	['P118']
Q3769	Q44401	['P36']
Q147556	Q225	['P17', 'P131']
Q664	Q16	['P530']
Q650123	Q82595	['P118']
Q414	Q96	['P530']
Q3718	Q1041	['P17', 'P1376']
Q155	Q790	['P530']
Q29	Q96	['P530']
Q7640789	Q172	['P131']
Q302	Q1218	['P119']
Q819	Q819	['P17']
Q47099	Q96	['P17']
Q790	Q786	['P47']
Q886462	Q790	['P27']
Q664609	Q784	['P527']
Q20	Q189	['P530']
Q766	Q148	['P530']
Q142	Q262	['P530']
Q41604	Q142	['P17']
Q22	Q21	['P47']
Q1490	Q17	['P17', 'P131', 'P1376']
Q335322	Q17012	['P131']
Q2384085	Q790	['P17']
Q790	Q34261	['P36']
Q828	Q30	['P1889']
Q7880	Q142	['P17']
Q419	Q30	['P530']
Q205783	Q142	['P27']
Q30	Q123759	['P463']
Q31	Q96	['P530']
Q148	Q423	['P47', 'P530']
Q212068	Q790	['P27']
Q1012465	Q1028177	['P150']
Q686	Q35452	['P37', 'P2936']
Q106573	Q212015	['P451']
Q1856835	Q7817	['P749']
Q3546493	Q16	['P27']
Q13904	Q5705	['P131']
Q298	Q77	['P530']
Q22091865	Q790	['P17']
Q3125302	Q142	['P27']
Q843	Q902	['P530']
Q458	Q52847	['P155', 'P1365']
Q79460	Q103537	['P828']
Q766	Q96	['P530']
Q1899	Q212	['P17', 'P131', 'P1376']
Q155	Q183	['P530']
Q986	Q1049	['P47']
Q95025	Q5783	['P131']
Q3479338	Q173152	['P102']
Q25	Q21	['P47']
Q230	Q994	['P36', 'P150']
Q916	Q916	['P17']
Q3396338	Q790	['P17']
Q717	Q96	['P530']
Q3561	Q262	['P17', 'P1376']
Q46	Q48	['P47']
Q3123997	Q790	['P27']
Q15	Q48	['P47']
Q233	Q1016	['P530']
Q16	Q148	['P530']
Q159	Q142	['P530']
Q419	Q298	['P47', 'P530']
Q1841	Q1841	['P140']
Q6381	Q142	['P17']
Q36	Q36	['P17']
Q39178	Q754	['P17', 'P131', 'P1376']
Q17012	Q1334492	['P527']
Q750	Q77	['P530']
Q212	Q30	['P530']
Q779	Q30	['P17', 'P131']
Q18419	Q60	['P131']
Q33491	Q790	['P17', 'P2341']
Q1009	Q1009	['P17']
Q16	Q96	['P530']
Q38	Q39	['P47', 'P530']
Q46862	Q71305	['P150']
Q190088	Q1490	['P131']
Q37230	Q30	['P17', 'P1001']
Q25002096	Q790	['P17']
Q1049	Q20	['P530']
Q648	Q142	['P17']
Q3184089	Q29	['P27']
Q60	Q30	['P17']
Q155	Q18	['P30', 'P361']
Q790	Q801	['P530']
Q5783	Q8717	['P36']
Q145	Q41	['P530']
Q97	Q155	['P205']
Q33	Q1757	['P36']
Q30	Q1588	['P150']
Q3375631	Q766	['P20', 'P27']
Q3173201	Q36380	['P611']
Q38	Q148	['P530']
Q193680	Q31	['P27']
Q45	Q38	['P530']
Q155	Q419	['P47', 'P530']
Q4122570	Q289738	['P710']
Q55	Q6256	['P31']
Q889	Q6256	['P31']
Q924	Q15	['P30']
Q86372019	Q142	['P27']
Q902	Q843	['P530']
Q148	Q15175	['P150']
Q3027145	Q51023	['P1038']
Q10390390	Q314704	['P26']
Q29	Q298	['P530']
Q155	Q45	['P530']
Q30	Q212	['P530']
Q38	Q96	['P530']
Q37066	Q1207	['P1376']
Q1489	Q34820	['P190']
Q913231	Q986301	['P36']
Q1006	Q1041	['P47']
Q148	Q837	['P47', 'P530']
Q1210	Q12724	['P47']
Q760	Q23442	['P31']
Q136538	Q8652	['P159']
Q8652	Q2807	['P190']
Q16	Q97	['P206']
Q851	Q842	['P47', 'P530']
Q39711	Q928	['P17']
Q713750	Q142	['P47']
Q245068	Q33999	['P279']
Q30	Q1212	['P150']
Q3121942	Q790	['P17']
Q61	Q239	['P190']
Q1066237	Q142	['P17']
Q3777	Q965	['P17', 'P1376']
Q148	Q7817	['P463']
Q40846	Q38954	['P610']
Q801	Q801	['P17']
Q3350789	Q983159	['P1327']
Q1739016	Q790	['P17']
Q45859	Q12860	['P26']
Q218	Q6256	['P31']
Q15777045	Q30612480	['P527']
Q7204	Q796	['P17', 'P527']
Q142	Q17070	['P150']
Q96	Q786	['P530']
Q31284	Q439980	['P112']
Q142	Q790	['P530']
Q7868	Q188941	['P1552']
Q96	Q16	['P530']
Q16	Q1930	['P36']
Q766	Q766	['P17']
Q123759	Q30	['P17']
Q200131	Q155	['P27']
Q148	Q16	['P530']
Q771	Q30	['P17', 'P131']
Q117	Q766	['P530']
Q5043	Q9268	['P807']
Q34159	Q33289	['P31']
Q884	Q884	['P17']
Q44294	Q30	['P17', 'P495']
Q2807	Q16512	['P206']
Q183	Q142	['P47', 'P530']
Q30	Q16	['P47', 'P530']
Q46	Q5107	['P31']
Q1741	Q1781	['P190']
Q353464	Q790	['P27']
Q183	Q155	['P530']
Q884	Q8684	['P36', 'P150']
Q21008514	Q1357018	['P57']
Q2750	Q129092	['P3342']
Q843	Q1028	['P530']
Q1313	Q24384	['P279']
Q183	Q6256	['P31']
Q5783	Q81978	['P150']
Q241	Q1563	['P36']
Q124	Q2931	['P527']
Q262	Q142	['P530']
Q1489	Q1563	['P190']
Q83163	Q170790	['P101', 'P106']
Q187697	Q790	['P27']
Q1698	Q212873	['P26']
Q30	Q38	['P530']
Q96	Q790	['P530']
Q44819	Q252	['P27']
Q142	Q948	['P530']
Q262	Q6256	['P31']
Q923362	Q936717	['P1376']
Q141963	Q16	['P17']
Q944185	Q790	['P17']
Q41408	Q29	['P27']
Q141963	Q340	['P47']
Q3592584	Q142	['P17', 'P495']
Q136538	Q30	['P17']
Q142	Q183	['P47', 'P530']
Q868	Q859	['P737', 'P1066']
Q17012	Q335322	['P150']
Q40	Q1741	['P36', 'P150']
Q183	Q43	['P530']
Q27	Q6256	['P31']
Q251777	Q82821	['P460']
Q1008	Q912	['P47']
Q128	Q23387	['P361']
Q37748	Q7430	['P527']
Q414	Q1486	['P36', 'P150']
Q177764	Q9174	['P279']
Q29	Q228	['P47']
Q986	Q15	['P30']
Q17054	Q142	['P17', 'P131']
Q30	Q816	['P150']
Q30	Q1408	['P150']
Q46862	Q148	['P17', 'P131']
Q43	Q79	['P530']
Q148	Q17427	['P112']
Q870160	Q790	['P17']
Q1209676	Q96	['P17', 'P27', 'P138', 'P495']
Q717	Q77	['P530']
Q115	Q6256	['P31']
Q8087	Q395	['P279', 'P361']
Q155	Q30	['P530']
Q185371	Q114	['P17', 'P131']
Q25277	Q790	['P17', 'P150']
Q794	Q796	['P47', 'P530']
Q34201	Q34726	['P1049']
Q446842	Q2861263	['P25']
Q9096750	Q148	['P27']
Q504520	Q515386	['P461']
Q7079299	Q1032	['P17', 'P127']
Q20	Q8932	['P361', 'P463']
Q241	Q115319	['P150']
Q30	Q710	['P530']
Q48	Q5107	['P31']
Q298	Q6256	['P31']
Q61	Q30	['P17', 'P1376']
Q1001440	Q790	['P17']
Q1028	Q912	['P530']
Q2401014	Q273626	['P69']
Q30	Q414	['P530']
Q419	Q739	['P47', 'P530']
Q99238272	Q790	['P17']
Q1311	Q24384	['P279']
Q215	Q40	['P47']
Q29	Q717	['P530']
Q778	Q30	['P47']
Q869	Q869	['P17']
Q739	Q717	['P47', 'P530']
Q155	Q298	['P530']
Q971	Q971	['P17']
Q1904	Q172	['P36']
Q790	Q30	['P47', 'P530']
Q5783	Q95015	['P150']
Q97	Q16	['P205']
Q16682060	Q34261	['P131', 'P276']
Q60	Q18419	['P150']
Q227	Q6256	['P31']
Q220539	Q207501	['P54']
Q176	Q16	['P17', 'P131']
Q11435	Q11432	['P5135']
Q8678	Q597	['P190']
Q414	Q29	['P530']
Q11933	Q39	['P17', 'P131']
Q851	Q851	['P17']
Q21	Q22	['P47']
Q148	Q48	['P30']
Q220	Q38	['P17', 'P1376']
Q8050121	Q17	['P27']
Q986	Q977	['P47', 'P530']
Q1515	Q1008	['P17']
Q30	Q1537	['P150']
Q3104	Q584	['P206']
Q34828	Q96	['P17']
Q986	Q6256	['P31']
Q204543	Q3561	['P159']
Q790	Q664609	['P361', 'P706']
Q556	Q283	['P138']
Q1395689	Q7278	['P31']
Q252	Q1019	['P530']
Q1313	Q1311	['P461']
Q33923	Q19546	['P39']
Q38	Q31	['P530']
Q21294765	Q790	['P27']
Q717	Q8605	['P138']
Q148	Q956	['P36', 'P150']
Q183	Q79	['P530']
Q1044536	Q29	['P17', 'P1269']
Q965	Q962	['P47']
Q302	Q345	['P25']
Q606555	Q658160	['P25']
Q1019	Q970	['P47']
Q174	Q2868	['P190']
Q97	Q790	['P205']
Q6916	Q1017	['P47']
Q187697	Q82955	['P106']
Q794	Q884	['P530']
Q231694	Q38903	['P361', 'P749']
Q717	Q717	['P17']
Q114	Q15	['P30']
Q148	Q148	['P17']
Q12896485	Q790	['P27']
Q38	Q55	['P530']
Q778	Q2467	['P36']
Q155	Q2844	['P36']
Q60	Q18426	['P150']
Q76	Q30	['P27']
Q35452	Q33289	['P31']
Q42814	Q142	['P17']
Q30	Q1207	['P150']
Q30	Q148	['P530']
Q15	Q7204	['P527']
Q145	Q21	['P150']
Q65	Q30	['P17']
Q599018	Q1362411	['P118']
Q2467	Q778	['P17', 'P1376']
Q22654	Q60	['P1889']
Q7817	Q1856835	['P355']
Q1008	Q1006	['P47']
Q60	Q1489	['P190']
Q155	Q155	['P17']
Q989	Q19546	['P39']
Q96	Q96	['P17']
Q423	Q858	['P530']
Q128933	Q16	['P27']
Q40	Q183	['P47', 'P530']
Q30	Q36	['P530']
Q18424	Q1145574	['P150']
Q3086968	Q357387	['P1327']
Q8183	Q40998	['P2579']
Q7275	Q6256	['P460', 'P1889']
Q41	Q221	['P47', 'P530']
Q451637	Q39	['P27']
Q945	Q3792	['P36']
Q16483067	Q414	['P495']
Q29033668	Q30612480	['P26']
Q47099	Q80478	['P1830']
Q30	Q96	['P47', 'P530']
Q419	Q736	['P47']
Q1165	Q1498	['P47']
Q2235386	Q790	['P17']
Q174	Q155	['P17']
Q17760	Q14309	['P403']
Q30	Q1558	['P150']
Q11209	Q30	['P17', 'P1001']
Q55	Q183	['P47', 'P530']
Q965	Q1008	['P47']
Q21077	Q16070339	['P355']
Q183	Q774	['P530']
Q142	Q145	['P530']
Q9438	Q868	['P737']
Q96	Q155	['P530']
Q4018	Q142	['P47']
Q965	Q3777	['P36']
Q4612	Q64	['P937']
Q796	Q6256	['P31']
Q12755	Q39	['P17', 'P131']
Q183	Q64	['P36', 'P150']
Q717	Q739	['P47', 'P530']
Q1490	Q193638	['P150']
Q96	Q865	['P530']
Q790	Q155	['P530']
Q142	Q29	['P47', 'P530']
Q39	Q16	['P530']
Q145	Q148	['P530']
Q115	Q96	['P530']
Q852550	Q790	['P17']
Q1297	Q30	['P17']
Q28	Q142	['P530']
Q79	Q858	['P530']
Q183	Q790	['P530']
Q763	Q6256	['P31']
Q17	Q16	['P530']
Q729	Q7239	['P279']
Q142	Q30	['P530']
Q96	Q97	['P206']
Q28	Q6256	['P31']
Q733	Q6256	['P31']
Q39	Q38	['P47', 'P530']
Q29	Q142	['P47', 'P530']
Q414	Q155	['P47', 'P530']
Q170863	Q6397	['P20']
Q984786	Q790	['P17']
Q467959	Q419	['P27']
Q142	Q159	['P530']
Q458	Q46	['P30', 'P1889']
Q739	Q6256	['P31']
Q211	Q37	['P47', 'P530']
Q183	Q35	['P47', 'P530']
Q1041	Q3718	['P36']
Q30	Q1370	['P150']
Q48	Q7204	['P527']
Q40	Q39	['P47', 'P530']
Q215	Q16	['P530']
Q928	Q884	['P530']
Q685	Q685	['P17']
Q1978363	Q45464	['P156']
Q96	Q30	['P47', 'P530']
Q31	Q142	['P47', 'P530']
Q148	Q30	['P530']
Q97	Q45	['P205']
Q183	Q183	['P17']
Q3808	Q1009	['P17', 'P1376']
Q240104	Q29	['P27']
Q156913	Q520445	['P1830']
Q456	Q142	['P17']
Q234149	Q679016	['P26']
Q828	Q7322	['P61']
Q17012	Q664609	['P706']
Q589980	Q249884	['P1889']
Q886436	Q790	['P27']
Q30	Q771	['P150']
Q2348226	Q3085147	['P488']
Q41	Q236	['P530']
Q1997	Q629	['P2670']
Q55	Q727	['P36']
Q30	Q829	['P150']
Q181	Q52	['P800']
Q117	Q6256	['P31']
Q30	Q828	['P138', 'P1889']
Q5705	Q13904	['P150']
Q39	Q183	['P47', 'P530']
Q241	Q115027	['P150']
Q1043104	Q142	['P17', 'P291', 'P495']
Q36766	Q18813	['P361']
Q96	Q53079	['P150']
Q16330	Q9887	['P144', 'P1889']
Q36	Q270	['P36']
Q34	Q851	['P530']
Q30	Q668	['P530']
Q902	Q252	['P530']
Q796	Q928	['P530']
Q458	Q7809	['P463']
Q717	Q736	['P530']
Q717	Q1533	['P36']
Q21	Q25	['P47']
Q36	Q142	['P530']
Q298	Q2887	['P36']
Q1028177	Q1012465	['P131']
Q16	Q1904	['P150']
Q36	Q6256	['P31']
Q1008	Q1008	['P17']
Q16	Q142	['P530']
Q30	Q49	['P30', 'P361']
Q64	Q162684	['P1830']
Q22299157	Q574427	['P155']
Q833	Q865	['P530']
Q819	Q9326	['P36']
Q106418	Q3300715	['P22']
Q2863424	Q658160	['P25']
Q461111	Q3161994	['P26']
Q16	Q6256	['P31']
Q30	Q1397	['P150']
Q115441	Q241	['P17', 'P131']
Q23533	Q1877	['P36']
Q970	Q3901	['P36']
Q794	Q17	['P530']
Q668	Q148	['P47', 'P530']
Q15180	Q30	['P47', 'P530']
Q157043	Q30	['P27']
Q142	Q17012	['P150']
Q29	Q928	['P530']
Q241	Q30	['P47']
Q132701	Q760	['P27', 'P937']
Q18341492	Q36180	['P106']
Q183	Q39	['P47', 'P530']
Q148	Q1019	['P530']
Q340	Q141963	['P47']
Q15180	Q159	['P3842']
Q881	Q148	['P47', 'P530']
Q786	Q30	['P47', 'P530']
Q1677882	Q3525440	['P26', 'P451']
Q155	Q4264	['P463']
Q928	Q38	['P530']
Q61	Q5119	['P31']
Q786	Q784	['P1889']
Q242	Q30	['P530']
Q2484240	Q689128	['P361']
Q204327	Q81965	['P127', 'P749']
Q212	Q1899	['P36', 'P150']
Q209842	Q90	['P138', 'P159']
Q136538	Q1321	['P2936']
Q283	Q629	['P527']
Q1494	Q1177955	['P1889']
Q790	Q33491	['P37', 'P2936']
Q38	Q142	['P47', 'P530']
Q96	Q31	['P530']
Q8162	Q40998	['P527']
Q406	Q43	['P17']
Q45859	Q1841	['P140']
Q298	Q241	['P530']
Q311447	Q29	['P27']
Q837	Q902	['P530']
Q39	Q39	['P17']
Q48	Q15	['P47']
Q9617	Q185572	['P286']
Q155	Q16	['P530']
Q298	Q766	['P530']
Q159	Q159	['P17']
Q96	Q800	['P530']
Q3711	Q36704	['P1376']
Q142	Q40	['P530']
Q334	Q928	['P530']
Q7187	Q37748	['P361']
Q38	Q1462	['P150']
Q898618	Q30	['P17']
Q2554585	Q183	['P17']
Q8646	Q16	['P530']
Q2301350	Q790	['P17']
Q7178341	Q790	['P20', 'P27']
Q148	Q917	['P47', 'P530']
Q1489	Q81033	['P190']
Q30	Q1400	['P150']
Q17	Q1490	['P36', 'P150']
Q142	Q17054	['P150']
Q29	Q2807	['P36']
Q71305	Q46862	['P131']
Q818255	Q12675	['P131']
Q1435	Q224	['P17', 'P131', 'P1376']
Q16181	Q42466	['P150']
Q312391	Q142	['P27']
Q8646	Q334	['P530']
Q142	Q46	['P30']
Q142	Q150	['P37']
Q790	Q16	['P530']
Q1451173	Q3157785	['P26']
Q30	Q824	['P150']
Q812	Q30	['P17', 'P131']
Q302	Q21196	['P841']
Q3537878	Q1670726	['P527']
Q1037	Q3859	['P36']
Q414	Q4264	['P463']
Q1634522	Q340	['P159']
Q229258	Q51488	['P26']
Q43147598	Q29	['P17']
Q37813	Q43619	['P361']
Q7075651	Q976491	['P118']
Q6042198	Q414	['P27']
Q353458	Q790	['P20', 'P27']
Q3638294	Q6309589	['P25']
Q819	Q6256	['P31']
Q221882	Q52535	['P159']
Q6256	Q7275	['P460', 'P1889']
Q1045	Q15	['P30']
Q79	Q13955	['P37']
Q29179	Q29	['P27']
Q79	Q17	['P530']
Q1612	Q1588	['P47']
Q414	Q16	['P530']
Q2863424	Q33999	['P106']
Q217	Q218	['P47', 'P530']
Q790	Q790	['P17']
Q38	Q17	['P530']
Q84	Q60	['P190']
Q1197	Q1209	['P47']
Q121842	Q142	['P17', 'P27']
Q621925	Q965	['P17']
Q34754	Q6256	['P31']
Q96	Q717	['P530']
Q289738	Q689128	['P1344']
Q183	Q29	['P530']
Q30	Q812	['P150']
Q843	Q252	['P530']
Q836	Q37400	['P36']
Q30	Q717	['P530']
Q5555008	Q30	['P17']
Q81621	Q142	['P17']
Q577	Q5151	['P527']
Q170863	Q19546	['P39']
Q736	Q717	['P530']
Q155	Q414	['P47', 'P530']
Q57512	Q790	['P27']
Q142	Q79	['P530']
Q148	Q858	['P530']
Q5516250	Q30	['P17']
Q183	Q30	['P530']
Q27	Q145	['P47', 'P530']
Q790	Q183	['P530']
Q96	Q884	['P530']
Q44886	Q90	['P19']
Q7204	Q48	['P30', 'P361']
Q39	Q30	['P530']
Q981503	Q43509	['P19', 'P20']
Q142	Q881	['P530']
Q3844	Q971	['P17', 'P131', 'P1376']
Q55	Q31	['P47', 'P530']
Q29570	Q81965	['P127', 'P749']
Q801	Q790	['P530']
Q724208	Q33999	['P106']
Q1045	Q977	['P47', 'P530']
Q17	Q30	['P47', 'P530']
Q1739871	Q739	['P17']
Q414	Q183	['P530']
Q1143518	Q414	['P17']
Q33923	Q36766	['P1441']
Q376749	Q902	['P17']
Q208834	Q82955	['P106']
Q725650	Q30	['P27']
Q1490	Q190088	['P150']
Q30	Q1166	['P150']
Q241649	Q1321	['P1889']
Q96	Q1489	['P36', 'P150']
Q189	Q8932	['P361', 'P463']
Q8646	Q48	['P30']
Q36766	Q1845	['P361']
Q710	Q710	['P17']
Q736	Q739	['P47', 'P530']
Q8619	Q16	['P27']
Q103672	Q34	['P17', 'P131']
Q276005	Q33999	['P106']
Q121842	Q150	['P103', 'P1889']
Q31	Q183	['P47', 'P530']
Q2825477	Q790	['P19', 'P27']
Q41408	Q8810	['P551']
Q962	Q6256	['P31']
Q3130814	Q142	['P27']
Q13526509	Q8162	['P279']
Q159	Q46	['P30']
Q1205322	Q790	['P17']
Q43	Q796	['P47', 'P530']
Q204793	Q14833	['P47']
Q1489	Q9022	['P190']
Q1041	Q1041	['P17']
Q6309447	Q928	['P27']
Q16	Q790	['P530']
Q142	Q38	['P47', 'P530']
Q43684	Q404763	['P150']
Q31	Q252	['P530']
Q774	Q30	['P530']
Q450359	Q1064589	['P39']
Q3347537	Q217072	['P361', 'P749']
Q924	Q1774	['P138']
Q155	Q96	['P530']
Q754	Q766	['P530']
Q1030	Q6256	['P31']
Q155	Q5146	['P37', 'P2936']
Q5638	Q1420	['P1889', 'P5135']
Q218	Q19660	['P36', 'P150']
Q965	Q34	['P530']
Q18913048	Q36153	['P25']
Q103537	Q79460	['P1542']
Q794	Q3616	['P36']
Q517	Q142	['P27']
Q2	Q48	['P527']
Q749029	Q33959	['P19']
Q3427179	Q3300715	['P26']
Q183	Q31	['P47', 'P530']
Q16	Q664	['P530']
Q105438137	Q295093	['P57']
Q2536941	Q125232	['P131']
